text,reconstructed_text,clean_text,label
"PRAY FOR Sumatera Barat, Sumatera Utara, dan Aceh Kami Keluarga Besar Kementerian Kehutanan turut berduka cita sedalam-dalamnya atas musibah banjir dan longsor yang melanda saudara-saudara kita di beberapa wilayah","PRAY FOR Sumatera Barat, Sumatera Utara, dan Aceh Kami Keluarga Besar Kementerian Kehutanan turut berduka cita sedalam-dalamnya atas musibah banjir dan longsor yang melanda saudara-saudara kita di beberapa wilayah","pray for sumatera barat, sumatera utara, aceh keluarga besar kementerian kehutanan turut berduka cita sedalam-dalamnya atas musibah banjir longsor melanda saudara-saudara beberapa wilayah",0
"Antisipasi Banjir, Pemkot Palembang Bangun Pintu Air di Kolam Retensi","Antisipasi Banjir, Pemkot Palembang Bangun Pintu Air di Kolam Retensi","antisipasi banjir, pemkot palembang bangun pintu air kolam retensi",2
"Personel Polres Pidie Jaya Evakuasi Korban Banjir, Mari bersama-sama kita doakan agar situasi di Pidie, Aceh segera pulih. #PolriSiagaBencana Komitmen Tanggap Bantu Sesama Masyarakat Terdampak","Personel Polres Pidie Jaya Evakuasi Korban Banjir, Mari bersama-sama kita doakan agar situasi di Pidie, Aceh segera pulih. #PolriSiagaBencana Komitmen Tanggap Bantu Sesama Masyarakat Terdampak","personel polres pidie jaya evakuasi korban banjir, mari bersama-sama doakan agar situasi pidie, aceh segera pulih. polrisiagabencana komitmen tanggap bantu sesama masyarakat terdampak",0
"Ngeliat banjir di sumatra agak ketar ketir ya, walaupun sumsel masih aman, dan rumahku jauh dari sungai besar","Ngeliat banjir di sumatra agak ketar ketir ya, walaupun sumsel masih aman, dan rumahku jauh dari sungai besar","melihat banjir sumatra agak ketar ketir ya, walaupun sumsel masih aman, rumahku jauh sungai besar",0
"Galang dana umum bantu banjir di Sumatra (Sumut, Sumsel, Aceh)","Galang dana umum bantu banjir di Sumatra (Sumut, Sumsel, Aceh)","galang dana umum bantu banjir sumatra sumut, sumsel, aceh",2
"Banjir dan Longsor Melanda, Pemkot Padang Liburkan Siswa","Banjir dan Longsor Melanda, Pemkot Padang Liburkan Siswa","banjir longsor melanda, pemkot padang liburkan siswa",1
"Update : Data Terbaru Korban Bencana di Wilayah Aceh, Sumut, dan Sumbar sampai Sabtu (29/11): - 303 orang meninggal dunia - 279 orang hilang Detail data korban per wilayah sebagai berikut: Sumatera Utara - 166 orang meninggal dunia - 143 orang hilang Aceh - 47 orang","Update : Data Terbaru Korban Bencana di Wilayah Aceh, Sumut, dan Sumbar sampai Sabtu (29/11): - 303 orang meninggal dunia - 279 orang hilang Detail data korban per wilayah sebagai berikut: Sumatera Utara - 166 orang meninggal dunia - 143 orang hilang Aceh - 47 orang","update data terbaru korban bencana wilayah aceh, sumut, sumbar sampai sabtu 29 11 303 orang meninggal dunia 279 orang hilang detail data korban per wilayah sebagai berikut sumatera utara 166 orang meninggal dunia 143 orang hilang aceh 47 orang",0
"Hutan mengamuk...Kayu Gelondongan Turun Gunung di Sumut, Sumbar & Aceh...Rakyat jadi korban...!!!","Hutan mengamuk...Kayu Gelondongan Turun Gunung di Sumut, Sumbar & Aceh...Rakyat jadi korban...!!!","hutan mengamuk...kayu gelondongan turun gunung sumut, sumbar aceh...rakyat jadi korban...!!!",0
"Cukong2 boss kayu dan tambang itu lagi kongkow2 di S'pore, bininya lagi belanja tas di Paris, anaknya lagi nonton NBA di LA.. Kalian para peliharaan lagi nonton tv lihat saudara di Aceh, Sumut dan Sumbar tertimpa bencana.. OTAK KALIAN ADA DIMANA BABIK..?","Cukong2 boss kayu dan tambang itu lagi kongkow2 di S'pore, bininya lagi belanja tas di Paris, anaknya lagi nonton NBA di LA.. Kalian para peliharaan lagi nonton tv lihat saudara di Aceh, Sumut dan Sumbar tertimpa bencana.. OTAK KALIAN ADA DIMANA BABIK..?","cukong2 bos kayu tambang lagi kongkow2 si pore, bininya lagi belanja tas paris, anaknya lagi menonton nba la.. kalian para peliharaan lagi menonton tv lihat saudara aceh, sumut sumbar tertimpa bencana.. otak kalian ada dimana babik..?",0
"Satgas Gulbencal Kodam I/Bukit Barisan gotong royong evakuasi warga di Batu Jomba, Sipirok, Kabupaten Tapanuli Selatan, Sumatera Utara. #TNI #TNIAD #TNIADBerjuangBersamaRakyat #TNIADPrima #TNIADBekerjaDenganHati #TNIADBersamaRakyat #PrayForSumatera","Satgas Gulbencal Kodam I/Bukit Barisan gotong royong evakuasi warga di Batu Jomba, Sipirok, Kabupaten Tapanuli Selatan, Sumatera Utara. #TNI #TNIAD #TNIADBerjuangBersamaRakyat #TNIADPrima #TNIADBekerjaDenganHati #TNIADBersamaRakyat #PrayForSumatera","satgas gulbencal kodam bukit barisan gotong royong evakuasi warga batu jomba, sipirok, kabupaten tapanuli selatan, sumatera utara. tni tniad tniadberjuangbersamarakyat tniadprima tniadbekerjadenganhati tniadbersamarakyat prayforsumatera",2
"Gelondongan kayu yang hanyut terbawa banjir bandang dalam beberapa hari terakhir menumpuk di berbagai daerah Sumatera Utara, termasuk di pantai Air Tawar, Padang, Sumatera Barat, Jumat, 28 November 2025. Video dan foto tumpukan kayu gelondongan ini kemudian viral dan menuai","Gelondongan kayu yang hanyut terbawa banjir bandang dalam beberapa hari terakhir menumpuk di berbagai daerah Sumatera Utara, termasuk di pantai Air Tawar, Padang, Sumatera Barat, Jumat, 28 November 2025. Video dan foto tumpukan kayu gelondongan ini kemudian viral dan menuai","gelondongan kayu hanyut terbawa banjir bandang dalam beberapa hari terakhir menumpuk berbagai daerah sumatera utara, termasuk pantai air tawar, padang, sumatera barat, jumat, 28 november 2025. video foto tumpukan kayu gelondongan kemudian viral menuai",1
"Segenap Jajaran Rumah Tahanan Negara Kelas IIB Mamuju turut berduka cita atas musibah bencana alam di Provinsi Nanggroe Aceh Darussalam, Sumatera Utara & Sumatera Barat #MenIMIPASRI #kemenimipas #PemasyarakatanPastiBermanfaatUntukMasyarakat #ASNBerAKHLAK","Segenap Jajaran Rumah Tahanan Negara Kelas IIB Mamuju turut berduka cita atas musibah bencana alam di Provinsi Nanggroe Aceh Darussalam, Sumatera Utara & Sumatera Barat #MenIMIPASRI #kemenimipas #PemasyarakatanPastiBermanfaatUntukMasyarakat #ASNBerAKHLAK","segenap jajaran rumah tahanan negara kelas iib mamuju turut berduka cita atas musibah bencana alam provinsi nanggroe aceh darussalam, sumatera utara sumatera barat menimipasri kemenimipas pemasyarakatanpastibermanfaatuntukmasyarakat asnberakhlak",0
Baca artikel ini dan share pendapat kalian di kolom komentar!,Baca artikel ini dan share pendapat kalian di kolom komentar!,baca artikel share pendapat kalian kolom komentar!,2
"Ok faktor cuaca ekstrem, tapi agak sulit untuk mengabaikan fakta kerusakan lingkungan yang menjadi salah satu (untuk tidak menyebut utama) penyebab utama bencana banjir bandang dan longsor yang terjadi di beberapa wilayah sumatera tahun ini. Dua wilayah di sumatera utara yang","Ok faktor cuaca ekstrem, tapi agak sulit untuk mengabaikan fakta kerusakan lingkungan yang menjadi salah satu (untuk tidak menyebut utama) penyebab utama bencana banjir bandang dan longsor yang terjadi di beberapa wilayah sumatera tahun ini. Dua wilayah di sumatera utara yang","ok faktor cuaca ekstrem, tapi agak sulit mengabaikan fakta kerusakan lingkungan menjadi salah satu tidak menyebut utama penyebab utama bencana banjir bandang longsor terjadi beberapa wilayah sumatera tahun ini. dua wilayah sumatera utara",0
"Wujudkan Instruksi Presiden, BMKG Dukung Penanganan Pasca Bencana Sumatera Melalui Peringatan Dini dan OMC Jakarta, 29 November 2025 -- Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) menyampaikan keprihatinan terhadap bencana hidrometeorologi yang terjadi di Sumatra Utara,","Wujudkan Instruksi Presiden, BMKG Dukung Penanganan Pasca Bencana Sumatera Melalui Peringatan Dini dan OMC Jakarta, 29 November 2025 -- Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) menyampaikan keprihatinan terhadap bencana hidrometeorologi yang terjadi di Sumatra Utara,","wujudkan instruksi presiden, bmkg dukung penanganan pasca bencana sumatera melalui peringatan dini omc jakarta, 29 november 2025 -- badan meteorologi, klimatologi, geofisika bmkg menyampaikan keprihatinan terhadap bencana hidrometeorologi terjadi sumatra utara,",1
"Segenap Keluarga Besar Lapas Perempuan Mamuju menyampaikan duka cita mendalam atas musibah banjir yang melanda Aceh, Sumatera Barat dan Sumatera Utara . #kemenimipas #guardandguide #infoimipas #pemasyarakatan #ditjenpas #ditjenpassulbar #lppmamuju","Segenap Keluarga Besar Lapas Perempuan Mamuju menyampaikan duka cita mendalam atas musibah banjir yang melanda Aceh, Sumatera Barat dan Sumatera Utara . #kemenimipas #guardandguide #infoimipas #pemasyarakatan #ditjenpas #ditjenpassulbar #lppmamuju","segenap keluarga besar lapas perempuan mamuju menyampaikan duka cita mendalam atas musibah banjir melanda aceh, sumatera barat sumatera utara kemenimipas guardandguide infoimipas pemasyarakatan ditjenpas ditjenpassulbar lppmamuju",0
"#TemanPemilih, Segenap jajaran KPU Kabupaten Kepulauan Talaud mengucapkan turut berduka cita yang mendalam atas bencana alam yang menimpa saudara-saudara kita di Aceh, Sumatera Utara, Sumatera Barat, dan Wilayah Terdampak Lainnya. #KPUMelayani","#TemanPemilih, Segenap jajaran KPU Kabupaten Kepulauan Talaud mengucapkan turut berduka cita yang mendalam atas bencana alam yang menimpa saudara-saudara kita di Aceh, Sumatera Utara, Sumatera Barat, dan Wilayah Terdampak Lainnya. #KPUMelayani","temanpemilih, segenap jajaran kpu kabupaten kepulauan talaud mengucapkan turut berduka cita mendalam atas bencana alam menimpa saudara-saudara aceh, sumatera utara, sumatera barat, wilayah terdampak lainnya. kpumelayani",0
"Menurut update BNPB terbaru pada 29 November 2025, korban meninggal akibat banjir dan longsor di Sumatra mencapai 303 orang: 166 di Sumatera Utara, 90 di Sumatera Barat, dan 47 di Aceh. Selain itu, 279 orang hilang. Data ini dari sumber resmi seperti CNN Indonesia dan Kompas.","Menurut update BNPB terbaru pada 29 November 2025, korban meninggal akibat banjir dan longsor di Sumatra mencapai 303 orang: 166 di Sumatera Utara, 90 di Sumatera Barat, dan 47 di Aceh. Selain itu, 279 orang hilang. Data ini dari sumber resmi seperti CNN Indonesia dan Kompas.","menurut update bnpb terbaru 29 november 2025, korban meninggal akibat banjir longsor sumatra mencapai 303 orang 166 sumatera utara, 90 sumatera barat, 47 aceh. selain itu, 279 orang hilang. data sumber resmi seperti cnn indonesia kompas.",0
"Dek Bobby, warga di Sawit Sebrang, Tanjung Putus, SUMUT kmrn banjirnya masih seleher orang dewasa. Bantuan belum ada kesana, pengungsi banyak dirumah2 ibadah atau rumah saudara2 mereka, banyak yg sdh mulai sakit. Tolong logistik bantuannya kesana.","Dek Bobby, warga di Sawit Sebrang, Tanjung Putus, SUMUT kmrn banjirnya masih seleher orang dewasa. Bantuan belum ada kesana, pengungsi banyak dirumah2 ibadah atau rumah saudara2 mereka, banyak yg sdh mulai sakit. Tolong logistik bantuannya kesana.","dek bobby, warga sawit sebrang, tanjung putus, sumut kemarin banjirnya masih seleher orang dewasa. bantuan belum ada kesana, pengungsi banyak dirumah2 ibadah rumah saudara2 mereka, banyak sudah mulai sakit. tolong logistik bantuannya kesana.",0
Polda Riau melepas 290 personel bantuan kemanusiaan ke lokasi bencana dalam rangka penanganan bencana di Sumatera Barat @divisihumaspolri @herryheryawan @jossykusumo_92 @humaspolda_riau @humaspolrestapekanbaru,Polda Riau melepas 290 personel bantuan kemanusiaan ke lokasi bencana dalam rangka penanganan bencana di Sumatera Barat @divisihumaspolri @herryheryawan @jossykusumo_92 @humaspolda_riau @humaspolrestapekanbaru,polda riau melepas 290 personel bantuan kemanusiaan lokasi bencana dalam rangka penanganan bencana sumatera barat,2
"terima kasih banyak pak . bantuan bapak sangat berarti bagi saudara² kami yang jadi korban bencana alam banjir dan tanah longsor di Tapanuli Utara, Tapanuli Tengah, Tapanuli Selatan dan Sibolga - provinsi Sumatera Utara Indonesia","terima kasih banyak pak . bantuan bapak sangat berarti bagi saudara² kami yang jadi korban bencana alam banjir dan tanah longsor di Tapanuli Utara, Tapanuli Tengah, Tapanuli Selatan dan Sibolga - provinsi Sumatera Utara Indonesia","terima kasih banyak pak bantuan bapak sangat berarti bagi saudara² jadi korban bencana alam banjir tanah longsor tapanuli utara, tapanuli tengah, tapanuli selatan sibolga provinsi sumatera utara indonesia",0
"Sejumlah warga di Tapanuli Selatan (Tapsel), Sumatera, terpaksa menyeberangi sungai dengan memanfaatkan kabel listrik setelah jembatan penghubung ambruk akibat banjir dan longsor. Kerusakan infrastruktur di wilayah Tapanuli Selatan ini memutus akses transportasi darat, membuat","Sejumlah warga di Tapanuli Selatan (Tapsel), Sumatera, terpaksa menyeberangi sungai dengan memanfaatkan kabel listrik setelah jembatan penghubung ambruk akibat banjir dan longsor. Kerusakan infrastruktur di wilayah Tapanuli Selatan ini memutus akses transportasi darat, membuat","sejumlah warga tapanuli selatan tapsel sumatera, terpaksa menyeberangi sungai memanfaatkan kabel listrik setelah jembatan penghubung ambruk akibat banjir longsor. kerusakan infrastruktur wilayah tapanuli selatan memutus akses transportasi darat, membuat",0
"Pray for Aceh & Sumatera Hati kami hancur melihat cobaan yang menimpa saudara-saudara kita di Aceh dan Sumatera. Duka mereka adalah duka kita bersama. Kami mengirimkan doa terbaik, harapan, dan kekuatan untuk semua yang terdampak. #PrayForAceh #PrayForSumatera #goodybag","Pray for Aceh & Sumatera Hati kami hancur melihat cobaan yang menimpa saudara-saudara kita di Aceh dan Sumatera. Duka mereka adalah duka kita bersama. Kami mengirimkan doa terbaik, harapan, dan kekuatan untuk semua yang terdampak. #PrayForAceh #PrayForSumatera #goodybag","pray for aceh sumatera hati hancur melihat cobaan menimpa saudara-saudara aceh sumatera. duka duka bersama. mengirimkan doa terbaik, harapan, kekuatan semua terdampak. prayforaceh prayforsumatera goodybag",2
"Mengirimkan seluruh kekuatan dan doa terbaik kami untuk Aceh dan Sumatera Mari kita bersatu dalam doa, memohon perlindungan dan pemulihan bagi para korban dan keluarganya. Betajeans bersama kalian. #Betajeans #PrayForAcehSumatera #DoaDariKami","Mengirimkan seluruh kekuatan dan doa terbaik kami untuk Aceh dan Sumatera Mari kita bersatu dalam doa, memohon perlindungan dan pemulihan bagi para korban dan keluarganya. Betajeans bersama kalian. #Betajeans #PrayForAcehSumatera #DoaDariKami","mengirimkan seluruh kekuatan doa terbaik aceh sumatera mari bersatu dalam doa, memohon perlindungan pemulihan bagi para korban keluarganya. betajeans bersama kalian. betajeans prayforacehsumatera doadarikami",0
Gila cok sumatera udah sebegitunya tapi gaada lewat aksi nyata pemerintah pusat malah nyuruh guru nambah kurikulum jaga hutan di sekolah udah mah gaji kecil banget kudu make mikroskop tapi semua beban di pundakin ke mereka,Gila cok sumatera udah sebegitunya tapi gaada lewat aksi nyata pemerintah pusat malah nyuruh guru nambah kurikulum jaga hutan di sekolah udah mah gaji kecil banget kudu make mikroskop tapi semua beban di pundakin ke mereka,gila cok sumatera sudah sebegitunya tapi enggak ada lewat aksi nyata pemerintah pusat malah nyuruh guru menambah kurikulum jaga hutan sekolah sudah mah gaji kecil banget kudu memakai mikroskop tapi semua beban pundakin,0
Semoga Tuhan melindungi saudara-saudara kita yang ada di Aceh dan Sumatera. Dan kiranya Tuhan menghukum mereka yang menyebabkan bencana ini...,Semoga Tuhan melindungi saudara-saudara kita yang ada di Aceh dan Sumatera. Dan kiranya Tuhan menghukum mereka yang menyebabkan bencana ini terjadi akibat kelalaian.,semoga tuhan melindungi saudara-saudara ada aceh sumatera. kiranya tuhan menghukum menyebabkan bencana terjadi akibat kelalaian.,0
Orang sumatera gaada yang marah kah sama pemerintahhh?? Gue udah muakkkk sama pemerintahh,Orang sumatera gaada yang marah kah sama pemerintahhh?? Gue udah muakkkk sama pemerintahh,orang sumatera enggak ada marah kah sama pemerintahhh?? sudah muakkkk sama pemerintahh,0
"Update. Sebanyak 74 orang meninggal dunia di Kabupaten Agam, Sumatra Barat, akibat bencana cuaca ekstrem. Operasi pencarian dan pertolongan masih terus dilakukan tim gabungan hingga hari ini, Sabtu (29/11/2025). Berdasarkan data BPBD Kabupaten Agam, jumlah korban meninggal","Update. Sebanyak 74 orang meninggal dunia di Kabupaten Agam, Sumatra Barat, akibat bencana cuaca ekstrem. Operasi pencarian dan pertolongan masih terus dilakukan tim gabungan hingga hari ini, Sabtu (29/11/2025). Berdasarkan data BPBD Kabupaten Agam, jumlah korban meninggal","update. sebanyak 74 orang meninggal dunia kabupaten agam, sumatra barat, akibat bencana cuaca ekstrem. operasi pencarian pertolongan masih terus dilakukan tim gabungan hingga hari ini, sabtu 29 11 2025 berdasarkan data bpbd kabupaten agam, jumlah korban meninggal",0
PRAY FOR SUMATRA ​Keluarga besar SMPN 6 Madiun turut merasakan duka mendalam atas musibah banjir bandang yang kini melanda beberapa wilayah di Sumatra. ​Mari kita kirimkan doa terbaik ​#PrayForSumatra #BanjirBandangSumatra #Solidaritas #SMPN6Madiun,PRAY FOR SUMATRA ​Keluarga besar SMPN 6 Madiun turut merasakan duka mendalam atas musibah banjir bandang yang kini melanda beberapa wilayah di Sumatra. ​Mari kita kirimkan doa terbaik ​#PrayForSumatra #BanjirBandangSumatra #Solidaritas #SMPN6Madiun,pray for sumatra keluarga besar smpn madiun turut merasakan duka mendalam atas musibah banjir bandang kini melanda beberapa wilayah sumatra. mari kirimkan doa terbaik prayforsumatra banjirbandangsumatra solidaritas smpn6madiun,0
Bahhh gapernah ngebayangin dia naik air asia beneran kepentok jadwal banget dah,Bahhh gapernah ngebayangin dia naik air asia beneran kepentok jadwal banget dah,bahhh enggak pernah ngebayangin naik air asia benaran kepentok jadwal banget deh,1
Di tanjung pura listrik dan jaringan putus kak apalagi per hari ini air masih tinggi kak jadi kalau mau ngungsi harus naik perahu dulu baru jalan kaki atau numpang di truk,Di tanjung pura listrik dan jaringan putus kak apalagi per hari ini air masih tinggi kak jadi kalau mau ngungsi harus naik perahu dulu baru jalan kaki atau numpang di truk,tanjung pura listrik jaringan putus kak apalagi per hari air masih tinggi kak jadi kalau mau ngungsi harus naik perahu dulu baru jalan kaki numpang truk,0
"Manusia menangis rumahnya kebanjiran, tapi lupa rumah siapa yg dirusak duluan? Bayangkan, burung kehilangan pohon, ular kehilangan tanah lembab, gajah kehilangan jalur migrasi, org utan, monyet dan harimau kehilangan hutan, kehilangan habitat. Mereka tidak bisa protes apapun.","Manusia menangis rumahnya kebanjiran, tapi lupa rumah siapa yg dirusak duluan? Bayangkan, burung kehilangan pohon, ular kehilangan tanah lembab, gajah kehilangan jalur migrasi, org utan, monyet dan harimau kehilangan hutan, kehilangan habitat. Mereka tidak bisa protes apapun.","manusia menangis rumahnya kebanjiran, tapi lupa rumah siapa dirusak duluan? bayangkan, burung kehilangan pohon, ular kehilangan tanah lembab, gajah kehilangan jalur migrasi, orang utan, monyet harimau kehilangan hutan, kehilangan habitat. tidak bisa protes apapun.",0
"Keeeeek... rumah gua ga pernah kebanjiran, sekali banjir tuh seatap sedih banget liat mama nangis mulu karena perkakas gaada yg selamat satupun","Keeeeek... rumah gua ga pernah kebanjiran, sekali banjir tuh seatap sedih banget liat mama nangis mulu karena perkakas gaada yg selamat satupun","keeeeek... rumah gua tidak pernah kebanjiran, sekali banjir tuh seatap sedih banget lihat mama menangis mulu perkakas enggak ada selamat satupun",0
"Sawit emang pohon tapi gak bisa menahan banjir, noh sawit yang jaraknya 2km dari rumah aku aja kebanjiran sekelilingnya juga kebanjiran","Sawit emang pohon tapi gak bisa menahan banjir, noh sawit yang jaraknya 2km dari rumah aku aja kebanjiran sekelilingnya juga kebanjiran","sawit memang pohon tapi enggak bisa menahan banjir, noh sawit jaraknya 2km rumah aku saja kebanjiran sekelilingnya juga kebanjiran",0
Bangun tidur rumah gue kebanjiran kocak masuk rumah bangun bangun jadi duyung berair gini,Bangun tidur rumah gue kebanjiran kocak masuk rumah bangun bangun jadi duyung berair gini,bangun tidur rumah kebanjiran kocak masuk rumah bangun bangun jadi duyung berair begini,0
"Coba ngomong di depan warga yg rumah nya ancur kebanjiran sana bang,,,ga di timpukin tai juga sukur loe,,,enak aja ngomongin angka, rakyat mah susah gara2 kebijakan pejabat2 korup","Coba ngomong di depan warga yg rumah nya ancur kebanjiran sana bang,,,ga di timpukin tai juga sukur loe,,,enak aja ngomongin angka, rakyat mah susah gara2 kebijakan pejabat2 korup","coba mengomong depan warga rumah hancur kebanjiran sana bang,,,ga timpukin tahi juga sukur loe,,,enak saja mengomongkan angka, rakyat mah susah gara-gara kebijakan pejabat2 korup",0
"Ini juga dulu terjadi di jln buton riau. Skrg di sumbar klu lewati jalan, nampak hutan msh hijau, pdhal klu pakai drone sudah byk gundul. Ga heran skrg makin byk longsor dan banjir bandang","Ini juga dulu terjadi di jln buton riau. Skrg di sumbar klu lewati jalan, nampak hutan msh hijau, pdhal klu pakai drone sudah byk gundul. Ga heran skrg makin byk longsor dan banjir bandang","juga dulu terjadi jalan buton riau. sekarang sumbar kalau lewati jalan, menampak hutan masih hijau, padahal kalau pakai drone sudah banyak gundul. tidak heran sekarang makin banyak longsor banjir bandang",0
"Nyenyenye, macam debat ama bocah aja ini. Gw sendiri keturunan minang, keluarga besar gw jg ada yg tinggal di medan, bukit tinggi, riau, batam. Td ngomong gw ga pernah keluar jawa, skrg ngomong gw ga berhak ngomong krn ga ada sangkut pautnya sm banjir sumatera. Next ngomong aplg?","Nyenyenye, macam debat ama bocah aja ini. Gw sendiri keturunan minang, keluarga besar gw jg ada yg tinggal di medan, bukit tinggi, riau, batam. Td ngomong gw ga pernah keluar jawa, skrg ngomong gw ga berhak ngomong krn ga ada sangkut pautnya sm banjir sumatera. Next ngomong aplg?","nyenyenye, macam debat sama bocah saja ini. sendiri keturunan minang, keluarga besar juga ada tinggal medan, bukit tinggi, riau, batam. tadi mengomong tidak pernah keluar jawa, sekarang mengomong tidak berhak mengomong tidak ada sangkut pautnya sama banjir sumatera. next mengomong aplg?",0
"capek banget ya Allah nangisin dua harimau yang sampe keluar ke pemukiman warga perkara banjir. belum lagi gajah di riau, orang utan yang neduh di rumah warga, dan buanyak pol masian. bajingan bener pemerintah, semoga besok gantian mereka yang di eksploitasi sama iblis di neraka.","capek banget ya Allah nangisin dua harimau yang sampe keluar ke pemukiman warga perkara banjir. belum lagi gajah di riau, orang utan yang neduh di rumah warga, dan buanyak pol masian. bajingan bener pemerintah, semoga besok gantian mereka yang di eksploitasi sama iblis di neraka.","capek banget ya allah nangisin dua harimau sampai keluar pemukiman warga perkara banjir. belum lagi gajah riau, orang utan neduh rumah warga, buanyak pol masian. bajingan benar pemerintah, semoga besok gantian eksploitasi sama iblis neraka.",0
"Semoga diberikan kepulihan secepatnya bagi saudara2 korban banjir/bencana dari Aceh, Sumatera Utara, Riau, dan Sumatera Barat. Dan bisa kita jadikan pelajaran penting bagi kita semua. Alhamdulillah dpt kabar keluarga saya di Pariaman, tidak ada yg terkena dampak.","Semoga diberikan kepulihan secepatnya bagi saudara2 korban banjir/bencana dari Aceh, Sumatera Utara, Riau, dan Sumatera Barat. Dan bisa kita jadikan pelajaran penting bagi kita semua. Alhamdulillah dpt kabar keluarga saya di Pariaman, tidak ada yg terkena dampak.","semoga diberikan kepulihan secepatnya bagi saudara2 korban banjir bencana aceh, sumatera utara, riau, sumatera barat. bisa jadikan pelajaran penting bagi semua. alhamdulillah dapat kabar keluarga pariaman, tidak ada terkena dampak.",0
"Kantor Wilayah Direktorat Jenderal Imigrasi Kepulauan Riau menyampaikan doa dan empati terdalam atas bencana banjir dan longsor di Aceh, Sumut, dan Sumbar. Semoga keadaan segera membaik dan masyarakat dapat kembali beraktivitas dengan aman.","Kantor Wilayah Direktorat Jenderal Imigrasi Kepulauan Riau menyampaikan doa dan empati terdalam atas bencana banjir dan longsor di Aceh, Sumut, dan Sumbar. Semoga keadaan segera membaik dan masyarakat dapat kembali beraktivitas dengan aman.","kantor wilayah direktorat jenderal imigrasi kepulauan riau menyampaikan doa empati terdalam atas bencana banjir longsor aceh, sumut, sumbar. semoga keadaan segera membaik masyarakat dapat kembali beraktivitas aman.",2
"Seorang personel Direktorat Reserse Kriminal Kepolisian Daerah Riau bernama Bripda Tri Irwansyah ditemukan meninggal dunia dalam bencana alam di Sumatera Barat dan satu personel lainnya, Ipda Angga Mufajar masih dalam pencarian.","Seorang personel Direktorat Reserse Kriminal Kepolisian Daerah Riau bernama Bripda Tri Irwansyah ditemukan meninggal dunia dalam bencana alam di Sumatera Barat dan satu personel lainnya, Ipda Angga Mufajar masih dalam pencarian.","seorang personel direktorat reserse kriminal kepolisian daerah riau bernama bripda tri irwansyah ditemukan meninggal dunia dalam bencana alam sumatera barat satu personel lainnya, ipda angga mufajar masih dalam pencarian.",0
"Siklon Tropis Senyar memengaruhi cuaca ekstrem di Sumatera, menyebabkan banjir dan longsor di 3 provinsi utama: Aceh, Sumatra Utara, dan Sumatra Barat. Potensi dampak juga di Riau, menurut BMKG. Korban jiwa dilaporkan ratusan di ketiga provinsi tersebut.","Siklon Tropis Senyar memengaruhi cuaca ekstrem di Sumatera, menyebabkan banjir dan longsor di 3 provinsi utama: Aceh, Sumatra Utara, dan Sumatra Barat. Potensi dampak juga di Riau, menurut BMKG. Korban jiwa dilaporkan ratusan di ketiga provinsi tersebut.","siklon tropis senyar memengaruhi cuaca ekstrem sumatera, menyebabkan banjir longsor provinsi utama aceh, sumatra utara, sumatra barat. potensi dampak juga riau, menurut bmkg. korban jiwa dilaporkan ratusan ketiga provinsi tersebut.",0
"Pray for Sumatera Ngeliat jalan yang kemarin gue lewatin pas liburan ke sumbar terus sekarang kondisinya hancur parah karena banjir sedih banget.. apalagi posisi lagi di Riau, semoga cepat pulih Sumateraku","Pray for Sumatera Ngeliat jalan yang kemarin gue lewatin pas liburan ke sumbar terus sekarang kondisinya hancur parah karena banjir sedih banget.. apalagi posisi lagi di Riau, semoga cepat pulih Sumateraku","pray for sumatera melihat jalan kemarin lewatin pas liburan sumbar terus sekarang kondisinya hancur parah banjir sedih banget.. apalagi posisi lagi riau, semoga cepat pulih sumateraku",0
Pemerintah keknya emang gapeduli sama sumatera. Jambi langganan banjir dan pernah surutnya nyampe berminggu2 gapernah tuh diperhatiin,Pemerintah keknya emang gapeduli sama sumatera. Jambi langganan banjir dan pernah surutnya nyampe berminggu2 gapernah tuh diperhatiin,pemerintah kayaknya memang gapeduli sama sumatera. jambi langganan banjir pernah surutnya sampai berminggu2 enggak pernah tuh diperhatiin,0
"Ketua Umum Tim Penggerak Pemberdayaan dan Kesejahteraan Keluarga Ny.Tri Tito Karnavian dan pengurus pusat ikut berdukacita atas musibah banjir dan longsor dibeberapa wilayah Sumatera, Aceh, Sumatera Utara, Sumatera Barat dan Jambi.","Ketua Umum Tim Penggerak Pemberdayaan dan Kesejahteraan Keluarga Ny.Tri Tito Karnavian dan pengurus pusat ikut berdukacita atas musibah banjir dan longsor dibeberapa wilayah Sumatera, Aceh, Sumatera Utara, Sumatera Barat dan Jambi.","ketua umum tim penggerak pemberdayaan kesejahteraan keluarga ny.tri tito karnavian pengurus pusat ikut berdukacita atas musibah banjir longsor dibeberapa wilayah sumatera, aceh, sumatera utara, sumatera barat jambi.",0
