text,label_aktual,sentimen_aktual,pred_111,sentimen_pred_111,pred_631,sentimen_pred_631,pred_811,sentimen_pred_811
"Musim hujan trus kemarin kena air banjir, minyak kayu putih sebotol habis dalam 3 hari buat oles ke kaki, tangan, punggung biar ga gatal + hangat terus 19",0,negatif,1,netral,0,negatif,0,negatif
"Para bedebah yg terlibat penebangan hutan besar besaran skrng lg pd sibuk main drama sedih sedihan, smpe ada yg mangku beras, ngepel lumpur dll, gue kubur jg lu di lumpur banjir 18",0,negatif,0,negatif,0,negatif,0,negatif
"Banjir yang melanda Aceh, Sumatera Utara, dan Sumatera Barat tidak hanya menimbulkan kerusakan fisik, tetapi juga menekan perekonomian nasional. KerugianBencana PrayForSumatera 38",0,negatif,0,negatif,0,negatif,0,negatif
"Karena Banjir di Sumatera, Kebun Sawit dikembalikan jadi Hutan! PrayForSumatera sawitbaik BencanaSumatera bencananasional 2 75",1,netral,0,negatif,0,negatif,0,negatif
"dan Banjir bandung tu banjir tahunan & terjadinya saat KDM sudah berangkat ke sumatra..skala bencananya jauh lebih kecil dari bencana disumatra, heran banget saat orang lagi bantu bencana besar yg lain malah nyinyirin terus, liat dong sisi kemanusiannya jangan kaitkan sama politik 74",1,netral,0,negatif,0,negatif,0,negatif
"ada POLRI, ada bantuan! Di Sumatera, mereka hadir saat banjir. Terima kasih sudah menjadi penyelamat. Jangan lelah berbuat baik 33",2,positif,2,positif,2,positif,2,positif
"Pemerintah mengambil langkah tegas terhadap aktivitas perkebunan dan pertambangan yang dinilai berkontribusi pada bencana banjir besar Sumatra. Pemerintah Hadir, Aceh Sumatra Bangkit, Pemerintah Bareng Warga, Aceh Sumatra Pulih, Pemerintah Sigap untuk Aceh Sumatra 32",2,positif,2,positif,2,positif,2,positif
"! - Momen evakuasi warga yang terjebak banjir di kawasan Batu Busuk, Kota Padang, berlangsung menegangkan pada Minggu sore 47",0,negatif,1,netral,1,netral,0,negatif
"Ada yg tau minta bantuan ke mana ya ini? Teman kami di Lhoksukhon Aceh hari ini baru bisa kasih kabar, katanya berhari-hari belum ada bantuan masuk dan mereka yg di pengungsian pada kelaparan mereka semua mengungsi di masjid karena rumah semuanya hancur terbawa banjir 106",0,negatif,0,negatif,0,negatif,0,negatif
"yaAllah ini beneran makin naik air nya, sekarang halaman rumah udah ke rendam dikit lagi airnya masuk ke dapur 38",0,negatif,1,netral,0,negatif,0,negatif
"halo, mohon dibantu perbaikan modem ibu saya di wilayah banjir aceh belum dilakukan hingga kini laporan sudah dri tgl 6 sdngkan ad yg baru lapor sudah datang teknisi, jaringan seluler belum ada saya kesulitan hubungi keluarga ibu saya no pengaduan1-OXRA6VJ 1 231",1,netral,0,negatif,0,negatif,0,negatif
"Setibanya di Aceh, Presiden Prabowo diagendakan meninjau titik yang mengalami kerusakan dan dampak signifikan akibat banjir, sekaligus menerima laporan terbaru dari pemerintah daerah dan instansi terkait. Kepala Negara juga akan memantau distribusi bantuan, 20",0,negatif,1,netral,2,positif,1,netral
"Banjir dan longsor yang melanda Aceh, Sumatera Utara, dan Sumatera Barat sejak akhir November 2025 tidak hanya memutus akses dan melumpuhkan logistik, tetapi juga mengancam layanan kesehatan bagi anak-anak—kelompok yang paling rentan di situasi darurat. Untuk memastikan pelayanan 1 609",0,negatif,1,netral,2,positif,0,negatif
"tiap hujan selalu was was takut banjir lagi, ya Allah semoga ga banjir lagi, masih banyak yang belum selesai bebersih nya ya Allah, masih banyak yang masih di posko dan belum dapat bantuan, mohon ya Allah semoga hujan kali ini tidak mempersulit keadaan mereka ( 32",0,negatif,0,negatif,0,negatif,0,negatif
"Zulkifli Hasan dengan Janji Rumah Zulhas datang ke tempat bencana Sumatera dengan pasokan bantuan yang 2 kali lipat banyaknya. Meringankan beban saudara kami di Sumatera detik. Kunjungi Padang, Zulhas Janji Pasokan Pangan 2 Kali Lipat untuk Korban Banjir Menkop Pangan Zulkifli Hasan kunjungi posko bencana banjir di Padang, janjikan pasokan pangan dua kali lipat untuk korban dan rencanakan pembangunan rumah. 1 24",2,positif,2,positif,0,negatif,0,negatif
Muhammadiyah Terima Amanah Salurkan Bantuan Kemanusiaan UEA bagi Korban Banjir Gubernur Sumatera Utara Bobby Nasution memastikan bantuan kemanusiaan berupa beras sebanyak 30 ton dari Uni Emirat Arab (UEA) tetap disalurkan kepada para korban banjir. Bantuan tersebut dipastikan,2,positif,2,positif,0,negatif,0,negatif
Elegi Kampung Banjir yang Hilang Disapu Banjir Elegi Kampung Banjir yang Hilang Disapu Banjir 23,0,negatif,1,netral,0,negatif,0,negatif
"Percuma sumbang Aceh,dan Sumbar, suara mereka untuk setiap pemilihan legislatif biasanya ditujukan kepada partai agama tertentu, seperti buang garam ke laut. Alias sia sia, walaupun partai ikhlas beri sumbangan dan perhatian kepada Kedua daerah musibah tsb tapi terasa pahit 35",0,negatif,0,negatif,0,negatif,0,negatif
"Dalam setiap tantangan, pemerintah hadir dan sigap mendampingi warga Aceh dan Sumatra. Bersama, kita pulihkan kondisi dan bangun kembali daerah yang tangguh dan berdaya saing. PemerintahHadir AcehSumatraBangkit AcehSumatraPulih PemerintahBarengWarga 17",2,positif,2,positif,2,positif,2,positif
"Forkopimda Batam bersama PLN Batam menyalurkan bantuan kemanusiaan bagi warga terdampak bencana di Sumatera Utara, Aceh, dan Sumatera Barat sebagai wujud solidaritas Batam untuk Sumatera. 1 50",2,positif,2,positif,2,positif,2,positif
"Maaf abang. Yg harusnya dikritisi bukan masalah kembang api, tapi Kemenpar negera abang kerja apa ngga? Sebelum terjadi bencana banjir dan longsor di aceh sumatera, wisatawan datanya sudah turun. Harusnya yg dikritisi Kemenpar kerja apa ngga, trus apa yg sdh dilakukan. 86",0,negatif,0,negatif,0,negatif,0,negatif
"Rumah Sakit Apung Laksamana Malahayati akhirnya bersandar di Aceh, membawa misi kemanusiaan untuk saudara² kita yang terdampak banjir bandang dan longsor. PrayForSumatera 6 36 71",2,positif,2,positif,2,positif,2,positif
"Pemerintah memproyeksikan kebutuhan pembangunan infrastruktur pascabencana banjir di sejumlah wilayah Sumatera mencapai Rp 51 triliun. finance.detik. Infrastruktur Aceh Rusak Paling Parah, Butuh Rp 26 T buat Perbaikan Pemerintah memproyeksikan kebutuhan pembangunan infrastruktur pascabencana banjir di sejumlah wilayah Sumatera mencapai Rp 51 triliun. 99",0,negatif,1,netral,0,negatif,0,negatif
Aksi heroik Personel Bhayangkara Polda Sumatra Barat sigap melaksanakan evakuasi bagi masyarakat yang terdampak bencana alam banjir di wilayah kabupaten Agam. Hal ini merupakan wujud kehadiran Polri dalam membantu sesama yang terdampak bencana 39,2,positif,2,positif,2,positif,2,positif
"Gimana ni Pemda Rakyatnya teriak2 minta merdeka karena anggap pemerintah pusat abai, tp faktanya yg berpikir logis malah pertanyakan dana pusat ke Aceh kemana larinya",0,negatif,0,negatif,0,negatif,0,negatif
"Prozis Ibnu Abbas memberangkatkan relawan, ambulans & logistik untuk saudara kita yang terdampak banjir di Sumatera. Semoga Allah jaga mereka. Donasi kebaikan Muamalat 5260014381 BSI 7006271612 Info 085601095333 PrayForSumatera AksiKemanusiaan ProzisIbnuAbbas Bencana Aceh",2,positif,2,positif,2,positif,2,positif
"Wamenag Romo Syafi'i serahkan bantuan Rp2 Miliar untuk Gereja Katolik terdampak banjir di Sumut, Senin (29/12). Bantuan disalurkan ke Keuskupan Agung Sibolga (Rp1,7 M), Medan (Rp200 Jt), & Aceh (Rp100 Jt) untuk rehabilitasi rumah ibadah & pemulihan psikis umat. KemenagRI 4 5",2,positif,2,positif,2,positif,2,positif
"Bukan cuma Gempa susulan tapi ada Banjir Bandang susulan juga Yauuuuu miris bgt, yg kmrn saja blm semua di evakuasi trs Dateng lagi Yang Sabar ya Rakyat Indonesia Pray for Sumatra 1 1 73",0,negatif,0,negatif,0,negatif,0,negatif
"Pascabanji Aceh–Sumatera, 310 warga Langkahan, Aceh Utara masih bertahan di Meunasah (Balai Desa), satu-satunya bangunan yang selamat di tengah hamparan kayu dan puing. Gampong Tanah Merah, Desa Leubok Pusaka menjadi salah satu titik terparah pada 26/11/2025. Ketinggian air ±5 2 194 234",0,negatif,1,netral,1,netral,0,negatif
"BREAKING NEWS Sore Tadi Di Sibolga Julu Tapteng,Air Meluap Kembali Ke Pemukiman Warga Insya Allah Tidak Ada Korban Jiwa PrayForSumatera 2 109",0,negatif,0,negatif,0,negatif,0,negatif
"Jaga Konektivitas, Telkomsel Terus Pulihkan Jaringan di Aceh Jaga Konektivitas, Telkomsel Terus Pulihkan Jaringan di Aceh 263",2,positif,2,positif,2,positif,2,positif
"Dah lah tiap tahun urus banjir, campur Acheh perlu urus post-bencana tsunami, banjir & gempa bumi pulak. Ni bukan kita dapat meringankan beban malah kehadirannya dlm negara menambahkan beban kewangan. Sebab tu paling2 pun boleh Malaysia buat adalah bagi bantuan. 1 128",0,negatif,0,negatif,0,negatif,0,negatif
Projo Peduli Bencana Setia Digaris Rakyat adalah wujud kehadiran nyata organisasi di tengah banjir Sumatera dengan dukungan penuh Budi Arie Setiadi bagi warga yang membutuhkan Projo Ajak Publik Bersatu Hadapi Banjir Besar di Sumatera 6,2,positif,2,positif,2,positif,2,positif
Si Dante pasti tidak tau bgmn kerusakan akibat banjir bandang . Banjir bandang di sumut hanya sekitaran Tapteng. Jangan di banding kan dgn kerusakan yg terjadi di Aceh . 1 75,0,negatif,0,negatif,0,negatif,0,negatif
Person of the year Sebulanan ini selalu nyimak any update ttg beliau esp terkait bencana banjir di Aceh dan Sumatera. He deserves more spotlight and highlight biar masyarakat makin teredukasi dan sadar bahwa pemerintah memang tdk menjadikan ini prioritas. 46,0,negatif,2,positif,2,positif,2,positif
Bantu korban banjir di Sumatera Utara! Video bantuan logistik dan layanan makin solid. Bersama kita bisa pulihkan daerah yang terdampak. Semangat terus! 15,2,positif,2,positif,0,negatif,0,negatif
Pak tambah lagi pasukan TNI dan Polri untuk mempercepat evakuasi dan menjangkau korban2 banjir di Sumatera bila perlu 100.000 anggota TNI bergerak menjangkau daerah2 yg terisolir Muhammad IQBAL () • Instagram reel 24,0,negatif,0,negatif,0,negatif,0,negatif
Akun parodi 27 Desember 2025 Belum usai Duka di Sumatera dan Jabar kini banjir bandang telah melanda saudara kita yang di Kalimantan Selatan 6 47 74,0,negatif,0,negatif,0,negatif,0,negatif
"Tapanuli Selatan - Di tengah duka dan luka akibat bencana alam banjir dan tanah longsor, harapan itu hadir melalui kebersamaan. Kapolda Sumatera Utara, Irjen Pol Whisnu Hermawan Februanto, bersama Ibu Ketua Bhayangkari Daerah Sumut, Ny. Mona Whisnu Hermawan. 52",0,negatif,2,positif,0,negatif,0,negatif
"bahas banjir yg di Sumatera Barat, Sumatera Utara dan Aceh aja admiin, aku wrga Padang, disini udah banjir , banyak rumah yg kena banjir, banyak yg ngungsi air bersih juga ga ada, up berita ini aja, udah 1 minggu hujan ga henti2, Astaghfirullah ya Allah 3 2",0,negatif,0,negatif,0,negatif,0,negatif
"Banjir Aceh direspons tuntas, bantuan dan hunian langsung sampai ke tangan warga yang membutuhkan GerakCepat 21",2,positif,2,positif,2,positif,2,positif
"Bantuan Kemensos Korban Banjir Sumatera, Uang Harian Ratusan Ribu hingga Perabot Rumah Gratis jurnallugas. Bantuan Kemensos Korban Banjir Sumatera, Uang Harian Ratusan Ribu hingga Perabot Rumah Gratis Kemensos menyalurkan bantuan jaminan hidup korban bencana Sumatera Rp450 ribu per hari selama 3 bulan plus dana isian rumah Rp3 juta. 16",0,negatif,2,positif,0,negatif,0,negatif
"Bencana banjir & tanah runtuh di Sumatera setakat 8.00 mlm 967 korban jiwa, >157 ribu rumah & ratusan jambatan rosak. Bantuan masih terjejas. BanjirSumatera PrayForSumatera Update Banjir Sumatra 10 Desember 2025 967 Korban Jiwa, 157 Ribu Rumah dan 498 Jembatan Rusak 58",0,negatif,0,negatif,0,negatif,0,negatif
"kemaren aku naik gocar serem banget lewat sini, air nya sampe masuk ke dalem mobil. untung aman yaAllah, cuman ada yg naik motor sampe keseret motornya juga ikut keseret. nangis bgt 147",0,negatif,0,negatif,0,negatif,0,negatif
Prajurit TNI AD berjalan kaki melewati 20 titik lokasi longsor demi mengantar logistik untuk korban bencana di wilayah Sumatera Utara antaranews. Prajurit TNI berjalan terobos 20 titik longsor antar logistik di Sumut Prajurit TNI AD berjalan kaki melewati 20 titik lokasi longsor demi mengantar logistik untuk korban bencana di wilayah Sumatera Utara (Sumut).Kepala Bidang ... 1 5 519,0,negatif,0,negatif,0,negatif,0,negatif
". kog narasinya kompak banget sih, bajer ya? . ada lagi bang 1. gerombolan banjir kayu gelondongan, dibilang gak ada hutan gundul 2. banjir sumatra hanya SEREM dimedsos 3. berapa juta rakyat yang hilang dan MD di kasus banjir kayu Gelondong. . kog pada DIAM. KOCAK LOE pade . 170",0,negatif,0,negatif,0,negatif,0,negatif
"Guna meringankan beban masyarakat dan memulihkan roda ekonomi, pemerintah memberikan bantuan uang tunai bagi keluarga korban banjir. Aceh Sumatera Update 25",2,positif,2,positif,0,negatif,0,negatif
"Lanud SMH Kirim 14 Ton Bantuan Kemanusiaan Korban Bencana di Aceh, Sumut, dan Sumbar jurnallugas. Lanud SMH Kirim 14 Ton Bantuan Kemanusiaan Korban Bencana di Aceh, Sumut, dan Sumbar ""Lanud SMH kirim 14 ton bantuan kemanusiaan ke Aceh, Sumut, dan Sumbar untuk dukung korban bencana melalui penerbangan Hercules TNI AU."" 9",0,negatif,2,positif,0,negatif,0,negatif
Akun parodi Medan kak air hujannya deras bgt skrng dan udh masuk rumah ku lagi skrng 1 97,0,negatif,0,negatif,0,negatif,0,negatif
"Pemerintah Hadir Tanpa Tunda. dari proses evakuasi hingga distribusi bantuan, pemerintah memastikan penanganan bencana banjir di Sumatera dilakukan secara cepat, dan tepat demi meringankan beban masyarakat terdampak SatuIndonesia 28",2,positif,2,positif,2,positif,2,positif
TPL turut bergerak cepat mendukung evakuasi pasca banjir dan longsor di Tapanuli. 21,2,positif,2,positif,2,positif,2,positif
"Aceh dan sekitarnya yg terdampak banjir tapi gak dapat apa2 dari pemerintah, bahkan dipukuli, bahkan cuma buat pencitraan, layak banget buat lepas dari Indonesia. Aseli, layak banget. Gausah kalian berharap sama negara gak jelas ini. Better bikin negara sendiri 1 14",0,negatif,0,negatif,0,negatif,0,negatif
"Dahlah Indonesia emang kocak, banjir banjir macet macet, dahlah dah brooo sabar aja, mending jalan kaki, jempor2 deh kaki, 6",0,negatif,0,negatif,0,negatif,0,negatif
"Menteri Koordinator Bidang Infrastruktur dan Pembangunan Kewilayahan Agus Harimurti Yudhoyono (AHY) mengatakan, kalkulasi awal kebutuhan anggaran untuk pemulihan bencana hidrometeorologi di Sumatera Utara (Sumut), Sumatera Barat (Sumbar), dan Aceh diperkirakan menembus angka di 1 1 244",1,netral,1,netral,1,netral,1,netral
Seluruh orderan yang masuk tanggal 11 Desember - 5 Januari 10 % nya akan didonasikan kepada Penanganan Banjir di Sumatra dan Aceh Kerjain Tugasmu Est 2020 501,2,positif,2,positif,2,positif,2,positif
"Bantu Korban Banjir dan Longsor, TIDAR Sumut dan Tapteng Turun Langsung ke Lokasi Bantu Korban Banjir dan Longsor, TIDAR Sumut dan Tapteng Turun Langsung ke Lokasi 11",2,positif,2,positif,0,negatif,0,negatif
"Perjalanan Hari Ke-3 armada bakti sosial Polda Sumsel menuju ""Sumatera Utara"" saat melintas kantor bupati labuhan batu jalan lintas Sumatra Bila ada permasalahan dan butuh bantuan Polisi silahkan hubungi Call Center 110 (Bebas Pulsa) ""KAMI SIAP MELAYANI 24 JAM"" musisatu 74",2,positif,2,positif,2,positif,2,positif
"Awas! Gelombang Tinggi Air Laut hingga 2,5 Meter di Perairan Lampung Awas! Gelombang Tinggi Air Laut hingga 2,5 Meter di Perairan Lampung 17",0,negatif,1,netral,1,netral,1,netral
Jaksa Agung melaporkan kepada Presiden Prabowo bahwa praktik alih fungsi lahan secara ilegal menjadi salah satu faktor utama penyebab banjir dan longsor di Sumatra. 57,1,netral,1,netral,0,negatif,0,negatif
"Sumbar Alami Bencana Banjir, Bawang Merah Jadi Langka di Sumsel sumsel.idntimes. Sumbar Alami Bencana Banjir, Bawang Merah Jadi Langka di Sumsel Bencana banjir di Sumatra Barat (Sumbar) akibat curah hujan yang tinggi berdampak terhadap ketersediaan komoditas bawang merah di Sumatra Selatan (Sumsel). 48",0,negatif,1,netral,1,netral,1,netral
SUMATERA BUTUH STATUS PrayForSumatera AllEyesOnSumatera BENCANANASIONAL NATIONALDISASTER 18,0,negatif,1,netral,0,negatif,0,negatif
"PT Pindad melalui departemen TJSL menyerahkan berbagai bantuan kemanusiaan berupa sembako, obat-obatan, makanan siap saji, logistik, perlengkapan kebersihan yang diperuntukkan bagi warga terdampak bencana banjir bandang dan tanah longsor di Aceh, Sumatera Utara dan 16 1 8 645",2,positif,2,positif,2,positif,2,positif
"Pemerintah terus mengerahkan berbagai sumber daya untuk memastikan masyarakat Aceh yang terdampak banjir mendapatkan bantuan cepat, terukur, dan tepat sasaran PemerintahBantuAceh 18",2,positif,2,positif,2,positif,2,positif
"Terjadi Lagi, Banjir Bandang Bawa Kayu Gelondongan Terjang Bener Meriah Aceh | BERUT Terjadi Lagi, Banjir Bandang Bawa Kayu Gelondongan Terjang Bener Meriah Aceh | BERUT Dari kompas.tv 1 1 648",1,netral,1,netral,0,negatif,0,negatif
"PRAY FOR SUMBAR Kondisi sungai Gunung Nago, Sumatera Barat, Hari Minggu (14/12/2025), sekitar pukul 16 00 beritasumbar 26 277 654",2,positif,1,netral,1,netral,1,netral
lapor pak roasting pemerintah laporpak prayforsumatera 1 4 133,0,negatif,1,netral,1,netral,1,netral
uang buat beli kembang apinya mending di donasikan buat korban banjir bandang Sumatra doa,2,positif,0,negatif,0,negatif,0,negatif
"ih ya Allah jangan ujan terus... kasian yg kerja, sekolah, yg berkegiatan pada kehambat karna banjir. udah dulu.. 218",0,negatif,0,negatif,0,negatif,0,negatif
"Pikap Pembawa Bantuan Logistik Terbalik di Aceh Timur, 2 Meninggal sumut.idntimes. Pikap Pembawa Bantuan Logistik Terbalik di Aceh Timur, 2 Meninggal Satu unit mobil pikap mengalami kecelakaan tunggal di Jalan Teupin Batee-Lhoknibong, Gampong Pante Labu, Kecamatan Pante Bidari, Kabupaten Aceh Timur, Aceh, pada Minggu (7/12/2025) 1 23",0,negatif,0,negatif,0,negatif,0,negatif
Akun parodi Lewat Pesan Natal Prabowo menyatakan Presiden Perkuat Solidaritas dengan menegaskan bahwa kasih harus diwujudkan dalam tindakan nyata untuk korban banjir dan longsor Prabowo Selamat Natal dan Tahun Baru 2026 - ANTARA News Jambi 16,1,netral,2,positif,0,negatif,0,negatif
"BNPB, TNI, Polri, dan BMKG solid di lapangan, upaya penanganan banjir Aceh makin cepat, penyaluran bantuan dan mitigasi jadi prioritas PercepatanPenanganan 45",2,positif,2,positif,2,positif,2,positif
"Kan listrik masi blom stabil, kebanyakan masyarakat masi ngungsi & renovasi rumah. Lebih efisien mereka jaga barang sendiri dan ga nambahin ""beban"" macem barang curian. Kek bayangin ada berita korban banjir bandang ngegondol kulkas & TV? Ngangkatnya aja dah beban cok",0,negatif,0,negatif,0,negatif,0,negatif
"Kepedulian Polres Tapanuli Tengah (Tapteng) terus hadir di tengah duka warga terdampak banjir dan longsor di Kecamatan Tukka, Kabupaten Tapteng, Sunatera Utara. WujudkanPemulihanSumatera Bangkit Bantu Saudara 1 68",0,negatif,2,positif,2,positif,0,negatif
"Otomatis oleh TOLONG UDAHAN BAHAS TUMBLER. ada yang lebih genting kasus bencana besar sekarang. ayo up terus berita banjir longsor Tapanuli, Sibolga, Aceh dan Padang. udah menelan puluhan korban jiwa, jalan akses putus, hujan belum reda, gak ada sinyal. 177",0,negatif,0,negatif,0,negatif,0,negatif
Bagi rejeki koh..buat sodara saya yg kena bnjir di sibolga 5,0,negatif,0,negatif,0,negatif,0,negatif
DI TEMUKAN BARCODE KAYU YANG HANYUT MILIK SIAPA?? PrayForSumatera Iko Uwais Amanda Zahra Jorji Senin Aktor Film Timur bnpb live update Jahatnya Siti Nurbaya bencana lingkungan hidup 2 1 2 242,1,netral,0,negatif,0,negatif,0,negatif
"dan Semoga harapan kita bersama, Aceh bangkit 3",2,positif,2,positif,2,positif,2,positif
luar biasa! POLRI selalu setia membantu korban banjir di Sumatera. Semoga bantuan ini meringankan beban mereka 25,0,negatif,2,positif,0,negatif,0,negatif
"SIARAN PERS AMIR NASIONAL SAMPAIKAN DUKA UNTUK SUMATERA, JALSAH SALANAH 2025 TUNJUKAN KEPEDULIAN DAN PERSATUAN UMAT PrayForSumatera 1 1 177",0,negatif,0,negatif,0,negatif,0,negatif
"Ah masa, prov gua di sumatra harga bahan pokok masih mahal, Jalan pada rusak padahal di kota apalagi jalan lintas nya, jalan tol yg dibangga bangga kan bakal memperbaiki ekonomi provinsi tertentu nyata nya tidak ada perubahan 1 21",0,negatif,0,negatif,0,negatif,0,negatif
dan Jancok OrdeOmonOmon PrayForSumatera 1 23,0,negatif,0,negatif,0,negatif,0,negatif
"Bupati Tapanuli Selatan Mengungkap Penyebab Banjir Bandang Di Sumatera? || (Selanjutnya klik foto untuk baca artikel/berita) cermindemokrasi. Bupati Tapanuli Selatan Mengungkap Penyebab Banjir Bandang Di Sumatera? Bupati Tapanuli Selatan, Gus Irawan Pasaribu akhirnya buka suara mengenai dugaan penyebab banjir bandang di wilayahnya. Ia menyesalkan Kementerian Kehutanan (Kemenhut) yang selama dua tahun terakhir... 1 35",1,netral,1,netral,0,negatif,0,negatif
"Banjir parah akibat hujan lebat di Dubai, UEA (19.12.2025) 2 2 112",0,negatif,1,netral,0,negatif,0,negatif
"Otomatis oleh turut berduka cita untuk 906 korban jiwa MD , dan ribuan korban banjir aceh sumut sumbar innalillahi wa Innalillahi rajiun atas musibah kebakaran di kemayoran 15 korban perempuan [ 1 sedang hamil] 7 korban laki-laki ( 22 orang meninggal dunia ] jogja 4 943",0,negatif,0,negatif,0,negatif,0,negatif
"Menkes Ngeluh Harga Tiket Pesawat ke Aceh Mahal, Relawan Harus Muter ke Malaysia Dulu 37 39 82",0,negatif,0,negatif,0,negatif,0,negatif
"Duta Besar Uni Eropa menyampaikan simpati dan solidaritas kepada Aceh dan wilayah Sumatra yang terdampak banjir dan longsor dalam pertemuan dengan Wali Nanggroe pada 18 Desember 2025. Pertemuan ini juga membahas penguatan kerja sama pendidikan, budaya, dan kemitraan kemanusiaan",1,netral,2,positif,2,positif,2,positif
"*Trauma Healing Polri, Dukungan Psikologis bagi Anak Korban Banjir Bandang di Padang Pariaman* Padang Pariaman — Sebagai bentuk kepedulian terhadap pemulihan psikologis korban bencana alam, anggota Bidang Psikologi SDM Polda Sumatera Barat melaksanakan kegiatan Polisi 43",0,negatif,2,positif,0,negatif,0,negatif
Info Peringatan Dini Hujan 13 - 15 Januari 2026 1 25,1,netral,1,netral,1,netral,1,netral
Projo Peduli Bencana terus bergerak untuk Sumatera Budi Arie Setiadi memimpin Setia Digaris Rakyat menyalurkan harapan bagi korban banjir Projo Ajak Publik Bersatu Hadapi Banjir Besar di Sumatera 8,0,negatif,2,positif,0,negatif,0,negatif
Pemerintah Siapkan Skema Bantuan Korban Banjir di Aceh 19,2,positif,2,positif,0,negatif,0,negatif
Personel Polda Sumsel Salurkan Bantuan Kepada Masyarakat Yang Terdampak Banjir Di Tapanuli Selatan Polda Sumatera Selatan bersama Bhayangkari Daerah Sumsel kembali menunjukkan kepeduliannya terhadap masyarakat terdampak bencana di Kabupaten Tapanuli Selatan. Pada Jumat 1 1 42,2,positif,2,positif,2,positif,2,positif
"Gerak Cepat Bank Aceh Pasca-Banjir Dirut Tinjau Langsung Pacu Normalisasi Layanan di Lhokseumawe dan Aceh Timur distori. Gerak Cepat Bank Aceh Pasca-Banjir Dirut Tinjau Langsung Pacu Normalisasi Layanan di Lhokseumawe... Komitmen Bank Aceh Syariah (BAS) untuk selalu hadir melayani masyarakat, terutama di masa sulit, kembali dibuktikan. 26",2,positif,2,positif,2,positif,2,positif
"Akun parodi dan Kak sabar ya, kami putus jaringan, lampu gaada, tp di bireuen kami bisa ke pln karna lampu mreka dah nyala (udh ha banjir + udh dibuka posko ngungsi) jd kami dkasi wifi bs akses 1 73",0,negatif,1,netral,0,negatif,0,negatif
Apa cuma segini harga sumatera di mata pak presiden PrayForSumatera 14 38 105,0,negatif,0,negatif,0,negatif,0,negatif
"Hallo SahabatTangguh! Pemerintah mengoptimalkan distribusi air bersih bagi masyarakat terdampak banjir dan longsor di Kabupaten Padang Pariaman, Provinsi Sumatera Barat. Upaya ini dilakukan bersama 36",2,positif,2,positif,2,positif,2,positif
"Akses vital di Desa Garoga, Batang Toru kabupaten Tapanuli Selatan (Sumatera Utara) sedang dipulihkan melalui pembangunan jembatan darurat Bailey.",1,netral,1,netral,2,positif,2,positif
"Mangapul Purba menjelaskan kondisi Desa Batu Nagodang Siatas, Kecamatan Onan Ganjang rumah warga rusak parah, jembatan putus dan hampir 500 hektar lahan persawahan hancur. PDI Perjuangan Sumatera Utara menegaskan komitmennya untuk terus bergerak hadir di tengah-tengah masyarakat 1 2 136",0,negatif,0,negatif,0,negatif,0,negatif
"CIYEEE BUZZER NYA ANIES, EH LUPA CIIR BUZZER SM PENGIKUT HRS IDIOT, BANJIR ACEH DI SAMAIN SM JAKARTA, JABAT 5 THN DI SAMAIN SM YG JABAT GA ADA 2THN 43",0,negatif,0,negatif,0,negatif,0,negatif
"Coba masu ke daerah langkat, disana belum ada sama sekali bantuan dari pemerintah setempat dan masih banyak rumah yang masih terendam banjir, serta warga kesulitan mengevakuasi diri krn tak tau mau mengungsi kemana 82",0,negatif,0,negatif,0,negatif,0,negatif
Pemerintah Hadir dan terus berkomitmen mendampingi Aceh dan Sumatra hingga benar-benar pulih dan bangkit kembali.,2,positif,2,positif,2,positif,2,positif
"Mulai lagi ngangkat isu HTI khilafah""an radikalisme buat ngalihin bencana Sumatera, udah basi gak mempan. Lebih radikal pemerintah di banding HTI gus, pemerintah bunuh ratusan orang, merusak lingkungan. 2 384",0,negatif,0,negatif,0,negatif,0,negatif
"Akun parodi Pemulihan pascabencana di Pulau Sumatra, khususnya Aceh Tamiang. Salah satunya membangun hunian sementara untuk masyarakat terdampak banjir yang terjadi pada akhir November 2025. Targetkan membangun 15 ribu hunian sementara. Pada akhir desember 2025, diharapkan sudah tersedia 8 59 93",2,positif,2,positif,2,positif,2,positif
POLDA SUMSEL LEPAS BANTUAN KEMANUSIAAN UNTUK KORBAN BENCANA DI PROVINSI SUMATERA UTARA musisatu kapoldasumsel humaspoldasumsel poldasumsel listyosigitprabowo kapolri polisiindonesia polripresisi divisihumaspolri 24,0,negatif,0,negatif,0,negatif,0,negatif
445 Hektare Kebun Kopi di Bener Meriah Rusak Parah Akibat Banjir Bandang Banjir Bandang Bener Meriah Hantam Sentra Kopi Gayo 24,0,negatif,1,netral,0,negatif,0,negatif
Dari Depok-Sleman siap meluncur ke Sumatera. pkspeduli pksdekat PrayForSumatera 1 1 38,2,positif,2,positif,2,positif,2,positif
"“Indikator-indikator di Sumatera Barat relatif kami kira cukup menggembirakan. Kenapa? Karena semua pemerintahannya dari 16 yang terdampak ini, kita lihat hampir semuanya hijau pemerintah kabupatennya,” jelasnya. SatgasPascaBencanaSumatera 178",1,netral,1,netral,2,positif,2,positif
"Tim gabungan masih terus melakukan pencarian korban banjir dan longsor yang melanda Aceh, Sumatra Utara (Sumut), dan Sumatra Barat (Sumbar). Hingga Kamis (1/1/2025), tiga jasad tambahan ditemukan di Aceh Utara. Kepala Pusat Data, Informasi dan Komunikasi Kebencanaan BNPB, Abdul 72",1,netral,0,negatif,0,negatif,0,negatif
