id,text_with_emoticon,sentimen_old,label_old,label_llm,confidence,reason,need_review
7570,"Membalas @GEGAR_official Mereka ditawarkan sebuah rumah usang di kawasan yang sering dilanda banjir tetapi sewa mereka masih agak tinggi - RM650 sebulan. Selagi mereka tidak dapat dana untuk baiki rumah baru mereka, mereka juga terus terdedah kepada bencana banjir dan perubahan iklim yang semakin teruk. 1 45",netral,1,negatif,90,Menggambarkan kondisi negatif dan kerentanan korban banjir yang terus-menerus.,True
7574,"INDONESIA SUDAH DIRUSAK ALAMNYA ,DISELURUH SABANG SAMPAI MEUROKE BENCANA BANJIR BANDANG TERUS AKAN TERJADI SELAMA MUSIM HUJAN TINGGAL TUNGGU WAKTUNYA LANTAS SIAPA YG PATUT DISALAHKAN TAK LAIN ADALAH PRESIDEN,PIM PARPOL,KEPALA DAERAH YG TERUS MEMBERI IZIN TAMBANG DAN PERKEBUNAN 86",negatif,0,negatif,95,Berisi kritik keras dan tuduhan terhadap pemimpin negara dan daerah sebagai penyebab bencana banjir.,False
7576,"Akses Aceh Mulai Pulih, PU Intensif Pasang Jembatan Bailey Kementerian Pekerjaan Umum (PU) terus mempercepat penanganan darurat infrastruktur yang terdampak banjir dan longsor di Provinsi Aceh. Upaya difokuskan pada pemulihan konektivitas jalan dan jembatan nasional yang masih Tampilkan lebih banyak 1 2 285",positif,2,positif,95,Melaporkan kemajuan positif dalam pemulihan akses dan upaya penanganan darurat infrastruktur oleh pemerintah.,False
7581,"Update Donas Tanggal 8 Desember 2025 Pukul 18.00 WIB Sejumlah Rp. 49.645.000,- PMI Kota Cilegon terus menggalang donasi peduli bencana banjir & longsor di Sumatera. #PeduliSumatera #PMIKotaCilegon #PMISelaluBantu #Cilegon 2 129",netral,1,positif,95,Memberikan informasi faktual tentang penggalangan donasi yang sedang berlangsung untuk korban bencana.,True
7583,"kalo negara masi irit2 buat nanganin sumatra, mbg lu noh distop dulu kek dananya dalokasiin dlu. Disaat makanan disini banyak dibuang, di sisi lain korban banjir sumatra berusaha survive dari dingin, laper dan korban terus bertambah IS TOTALLY SICK!! 2 90",negatif,0,negatif,95,Mengkritik pemerintah yang dianggap kurang serius menangani banjir dan mengungkapkan kemarahan atas penderitaan korban.,False
7586,"dukung terus langkah pemerintah tangani banjir di Sumatera. Stay strong, semuanya 21",netral,1,positif,95,Mengungkapkan dukungan terhadap langkah pemerintah dan memberikan semangat.,True
7599,Membalas @Beritasatu BNPB memastikan seluruh daerah terdampak banjir bandang dan longsor di Aceh serta Sumatera sudah menerima logistik. Kepala BNPB Suharyanto menegaskan distribusi terus dipantau karena sebagian wilayah hanya bisa dijangkau melalui udara. 1 2 190,netral,1,positif,90,Melaporkan informasi faktual tentang distribusi logistik yang telah diterima dan dipantau oleh BNPB.,True
7628,"Hujan deras di Sibolga, Sumut, Minggu (7/12) malam menyebabkan Sungai Aek Doras meluap dan banjir merendam beberapa area, termasuk rumah dinas Wakapolres. Warga diminta menghindari area banjir. Belum ada korban jiwa, dan petugas terus memantau situasi. 42",negatif,0,netral,90,"Memberikan laporan faktual mengenai kejadian banjir, dampaknya, peringatan, dan pemantauan situasi tanpa emosi kuat.",True
7639,"Jumlah korban meninggal dunia akibat bencana banjir dan longsor di Provinsi Sumatera Utara terus bertambah. Hingga Minggu, 7 Desember 2025, tercatat 329 orang meninggal dunia berdasarkan data dari Badan Nasional Penanggulangan Bencana (BNPB). indomedia.co 329 Orang Meninggal Akibat Banjir dan Longsor di Sumut, 82 Warga Masih Hilang Jumlah korban meninggal dunia akibat bencana banjir dan longsor di Provinsi Sumatera Utara terus bertambah. Hingga Minggu, 7 Desember 2025, tercatat 329 orang meninggal dunia berdasarkan data dari... 41",negatif,0,negatif,90,"Melaporkan informasi faktual tentang peningkatan jumlah korban meninggal dan hilang akibat bencana, yang merupakan berita tragis.",False
7659,"Membalas @BiruBir26073179 @tvOneNews dan @prabowo Bahkan disembunyikan ditempat yg Aman, berhubung hutan itu Sdh gundul & hujan terus-menerus terjadilah banjir bandang, sehingga kayu hasil bajingan tersebut terbawa arus air berserakan dimana-mana, begitu Lho? 1 125",negatif,0,negatif,90,Mengkritik penyebab banjir bandang yang dikaitkan dengan penggundulan hutan dan aktivitas ilegal.,False
7660,Membalas @SHPDCMPABABD dan @YgMenang_KPU_MK - Atmospheric River (Sungai Atmosfer): Menumpahkan air hujan secara terus-menerus di sepanjang punggung pegunungan Bukit Barisan. Kombinasi faktor-faktor tersebut menciptakan kondisi cuaca ekstrem yang memicu banjir bandang dan tanah longsor di wilayah tersebut ¹ ² ³. 1 1 169,negatif,0,netral,95,Memberikan penjelasan faktual dan ilmiah mengenai penyebab cuaca ekstrem yang memicu banjir dan longsor.,True
7670,"Banjir bandang di Sumatra kini masuk babak baru. Negara resmi menggugat enam perusahaan yang diduga ikut merusak hulu sungai. Ini bukan lagi soal cuaca, tapi soal tanggung jawab. #BanjirSumatra #Lingkungan #KeadilanIklim",negatif,0,positif,90,Melaporkan tindakan hukum positif yang diambil pemerintah terhadap perusahaan yang diduga merusak lingkungan penyebab banjir.,True
7680,"Dan paling biadabnya rejim ini, tak satupun instansi pemerintah atau swasta yg diseret ke pengadilan atas deforestasi penyebab banjir dan tanah longsor yg menelan ribuan nyawa di Sumatra. Dan termul serta penjilat samsul msh ngomngin pilpres, dasar bedebah !!!",negatif,0,negatif,95,Mengungkapkan kemarahan dan kritik keras terhadap pemerintah yang dianggap tidak menindak tegas penyebab deforestasi dan banjir.,False
7698,Salut sama semua lini pemerintah yang langsung turun tangan pas banjir Aceh,positif,2,positif,95,Mengungkapkan apresiasi dan pujian terhadap respons cepat pemerintah dalam menangani banjir.,False
7703,"Ya, artikel Liputan6 tanggal 10 Januari 2026 memang melaporkan kesimpulan tim ahli IPB bahwa banjir bandang di Tapanuli lebih disebabkan faktor alam ekstrem (curah hujan tinggi, tanah tipis, lereng curam) daripada aktivitas PT TBS (perusahaan sawit), yang arealnya <0,5% di DAS.",netral,1,netral,95,Menyajikan laporan faktual dari kesimpulan tim ahli mengenai penyebab banjir.,False
7719,"Menteri Sosial Saifullah Yusuf alias Gus Ipul mengatakan Kementerian Sosial menyalurkan bantuan tambahan sebesar Rp 450 ribu per orang bagi korban bencana banjir bandang dan longsor di Aceh, Sumatera Utara, dan Sumatera Barat. Bantuan tersebut merupakan bantuan pangan pasca",negatif,0,positif,90,Melaporkan informasi faktual tentang penyaluran bantuan tambahan oleh Kementerian Sosial kepada korban bencana.,True
7745,"Kok gak ada lagi berita musibah Sumatera yaa... gmn nasibnya rumah2 yg terkubur lumpur,kayu2 yg kebawa banjir bandang sampe nutup sungai dll.. sempet liat di reel tadi kalo warga udah bikin kayu2 itu jadi papan utk rumah mereka.. mantaaap skaleeee setuju",netral,1,positif,80,Mengungkapkan kekaguman dan persetujuan terhadap ketangguhan dan kreativitas warga dalam menghadapi dampak banjir.,True
7759,"Ketua DPRD Provinsi Sumatera Barat, Drs. H. Muhidi, M.M., menghadiri Rapat Koordinasi Percepatan Rehabilitasi dan Rekonstruksi Pascabencana Hidrometeorologi di Provinsi Sumatera Barat sebagai wujud komitmen bersama dalam mempercepat pemulihan daerah terdampak",netral,1,positif,90,Melaporkan informasi faktual tentang rapat koordinasi dan komitmen untuk mempercepat pemulihan pascabencana.,True
7776,AWAS AJA KALO TIKETING NYA KECEPETAN H-2 BULAN AJA INI WARGA INDO MASIH LAGI PADA PUYENG MIKIRIN DUIT GRGRG PEMERINTAH sedih,netral,1,negatif,80,Mengungkapkan kesedihan dan frustrasi atas kesulitan finansial yang disebabkan oleh pemerintah.,True
7787,"Udh berganti rezim, tapi masalah di konoha masih tetap ga pernah beres. Banjir makin parah, korupsi makin ngeri, ekonomi makin sempit. Rakyat2 yg susah bukan karna malas, tapi korban dari sistem yg ga bener. Padahal negri konoha kaya raya SDA nya.",negatif,0,negatif,95,"Mengkritik kegagalan rezim dalam menyelesaikan masalah negara, termasuk banjir yang semakin parah, dan korupsi.",False
7789,"Banjir bandang dan longsor di Aceh, Sumut & Sumbar menunjukkan bahwa pengelolaan Daerah Aliran Sungai (DAS) harus diperkuat lewat reforestasi, rehabilitasi hulu sungai, dan tata ruang yang lebih bijak agar risiko bencana berkurang di masa depan. Solusi jangka panjang bukan hanya",netral,1,positif,95,Mengusulkan solusi jangka panjang yang konstruktif untuk mengurangi risiko bencana banjir di masa depan.,True
7816,"Kritik Bencana Banjir Sumatra dan Utang PLN, Influencer Sherly Annavita hingga DJ Donny Diteror",negatif,0,negatif,90,"Melaporkan insiden teror yang menimpa kritikus penanganan banjir, yang merupakan peristiwa negatif.",False
7818,"Berikut detail spesifik upaya pemerintah pusat untuk penanganan banjir di Aceh Utara (Nov-Des 2025): - Alokasi dana siap pakai (DSP) BNPB Rp4 miliar, bagian dari Rp268 miliar untuk Sumatra. - Pembersihan jalan nasional (72 dari 81 ruas pulih) & akses desa di Langkahan dengan 8",positif,2,positif,95,"Memberikan detail faktual tentang upaya dan alokasi dana pemerintah pusat untuk penanganan banjir, menunjukkan tindakan positif.",False
7828,"Iklim itu memang fakta ada. Kita tidak bisa memungkiri. Kayu gelondongan juga , kita tidak bisa cegah. Antara iklim yg menyebabkan banjir bandang dan kayu gelondongan itu yg bisa menghancurkan rumah dan membunuh manusia. Beda banjir bandang di jawa dan sumatra itu pada gelondong",negatif,0,netral,90,Menyajikan observasi faktual dan perbandingan mengenai penyebab dan karakteristik banjir bandang.,True
7830,Sekretaris Kabinet Teddy Indra Wijaya menyatakan sebanyak puluhan helikopter telah dikerahkan dalam menangani bencana banjir bandang dan longsor di Sumatra. #MERONA4D,netral,1,positif,95,"Melaporkan informasi faktual tentang pengerahan helikopter untuk penanganan bencana, menunjukkan upaya positif.",True
7836,"Melihat berita di @SCTV saat ini, banyak sekali daerah yang dilanda banjir. Jadi pengen tahu reaksi @prabowo tahu kondisi Indonesia seperti itu. -Senang karena sedikit bisa ngeles penyebab bencana di Aceh & Sumatra saat ini. Atau.... -Sedih? 🤧",negatif,0,negatif,85,Mengungkapkan kekhawatiran atas banjir dan nada sarkasme/kritik terhadap kemungkinan reaksi seorang tokoh politik.,False
7841,Apa gue bilang. 2 hari setelah ketahuan penyebab banjir di Sumatra adalah perusahan mili @prabowo . @kapolri langsung jadikan itu kartu As untuk lawan tim Reformasi polri. @mohmahfudmd dan @JimlyAs hanya bayang-bayang,negatif,0,negatif,90,Mengandung tuduhan serius yang mengaitkan penyebab banjir dengan perusahaan tokoh politik dan intrik politik.,False
7849,"Mengapa Dampak Banjir Bandang Sumatra tidak disebut Bencana Nasional ternyata banyak pejabat bermain dgn Hutang Sumatra khususnya Aceh jokowi raja Juli Antonio PSI masing"" dpt setoran blm lg para pembalak hutan nya GILAAA Lihat video @KangMus999 ! #TikTok",negatif,0,negatif,95,Mengungkapkan kritik keras dan tuduhan korupsi serta manipulasi politik terkait penanganan dan penyebab banjir.,False
7859,Banjir Bandang Kembali Hantam Padang #السعودية_العظمى,negatif,0,netral,90,Melaporkan informasi faktual tentang kejadian banjir bandang.,True
7860,Mereka tertawa bahagia... Di balik tertawa mereka ada yg Sangat susah.. Korban banjir Di Aceh. Padang. Sumut..,negatif,0,negatif,90,Mengungkapkan kesedihan dan kritik atas kontras antara kebahagiaan sebagian orang dengan penderitaan korban banjir.,False
7864,"Pupuk Kaltim hadir untuk Sumatera Melalui semangat kepedulian dan solidaritas, Pupuk Kaltim bersama karyawan menyalurkan bantuan kemanusiaan senilai Rp2,05 miliar bagi korban banjir di Aceh, Sumatera Utara, dan Sumatera Barat. Komitmen ini menjadi bukti bahwa keberlanjutan kerja sama",positif,2,positif,95,Melaporkan tindakan positif berupa penyaluran bantuan kemanusiaan dan menunjukkan semangat kepedulian.,False
7868,"Menteri Dalam Negeri (Mendagri) Tito Karnavian mengungkapkan, Sumatera Utara (Sumut) menjadi wilayah yang cepat pulih pasca-bencana banjir bandang dan tanah longsor. Sementara wilayah yang paling berat adalah Aceh Tamiang, sebab di wilayah tersebut layanan pemerintahan belum",positif,2,netral,85,"Memberikan informasi faktual mengenai status pemulihan di dua wilayah berbeda, dengan kondisi yang bervariasi.",True
7870,"Kementerian Pekerjaan Umum melalui Direktorat Jenderal Bina Marga memastikan Jembatan Kembar Margayasa di Tanah Datar, Sumatera Barat, dalam kondisi aman pascabencana banjir bandang dan longsor.",netral,1,positif,95,Melaporkan informasi faktual yang positif mengenai kondisi aman infrastruktur pascabencana.,True
7882,Langkah cepat Presiden Prabowo Pulihkan PascaBencana banjir Sumatera diwujudkan lewat Pembangunan Rumah Korban Bencana hunian sementara dibangun agar warga segera meninggalkan tenda pengungsian,negatif,0,positif,95,Menggambarkan langkah cepat pemerintah dalam pemulihan pascabencana.,True
7906,loh apa salahnya kejar ambisi yg salah itu yg korupsi yg bikin rakyat sengsara spt di aceh .. hutan digunduli akhirnya longsor banjir bandang .. anies berambisi untuk mengakhiri kesengsaraan dgn cara merebut kekuasaan yg disyahkan oleh undang undang yaitu lewat partai politik,negatif,0,negatif,90,Mengkritik korupsi dan penggundulan hutan yang menyebabkan bencana serta kesengsaraan rakyat.,False
7921,"Maluuuu wooooi yg dr luar Aceh pada kerja keras membantu para korban di Aceh eeeh kalian demo demo aja Maluuuu woooooi yg di bantu itu orang Aceh asli yg kena musibah itu Aceh Sumut Sumbar, kalian kerjanya demo demo aja",negatif,0,negatif,95,Mengekspresikan rasa malu dan kritik terhadap pihak yang berdemo alih-alih membantu korban bencana.,False
7929,"Ribuan keluarga korban banjir dan longsor di Aceh, Sumatera Utara, dan Sumatera Barat memilih bertahan di luar hunian sementara dengan menerima Dana Tunggu Hunian (DTH) dari pemerintah. Badan Nasional Penanggulangan Bencana (BNPB) mencatat, hingga kini sebanyak 16.264 kepala",negatif,0,netral,90,Memberikan informasi faktual mengenai jumlah korban dan bantuan yang diterima.,True
7941,Apa bakal kejadian lagi tahun baru banjir?,netral,1,negatif,85,Mengungkapkan kekhawatiran akan kemungkinan terjadinya banjir lagi.,True
7946,Penanganan Banjir Wilayah Sumatera dan Aceh Terus Berjalan,netral,1,netral,90,Menyampaikan informasi faktual bahwa penanganan banjir sedang berjalan.,False
7952,Dari dulu belim pernah denger BNPB di cek.. coba KPK/OJK/BI cek alur keluaf masuk uang di BNPB,negatif,0,negatif,90,"Menyarankan adanya pemeriksaan terhadap aliran dana BNPB, mengindikasikan ketidakpercayaan.",False
7956,"""Pusat kayaknya tutup mata,"" kata Ismail A Jalil, Bupati Aceh Utara. Dia menyatakan bencana banjir di Aceh 'lebih parah dari tsunami 2004. Dia menjelaskan, desa-desa berubah menjadi muara, dan rumah-rumah hanyut.",negatif,0,negatif,95,Mengkritik pemerintah pusat dan menggambarkan parahnya dampak bencana banjir.,False
7966,Brimob Sumut Bantu Pulihkan Sekolah Terdampak Banjir di Tanjung Pura @brimobpoldasumut Tim Produksi Humas Korps Brimob Polri #PrayForSumatra #Polriuntukmasyarakat #BrimobUntukNusadanBangsa #Jiwaragakudemikemanusiaan #humaskorbrimobpolri ©️,positif,2,positif,95,Menggambarkan upaya bantuan dan pemulihan oleh Brimob untuk sekolah terdampak banjir.,False
7967,Bukanya partai mikir utk bantuan banjir Aceh..Sumut ???,negatif,0,negatif,85,Menyiratkan kritik bahwa partai politik tidak memprioritaskan bantuan banjir.,False
7979,"60 KK di Jambo Kajeung Masih Mengungsi, Butuh Bantuan Alat Berat Bersihkan Lumpur Warga terpaksa mengungsi karena rumah mereka mengalami kerusakan serta masih terendam lumpur setebal sekitar 50 sentimeter, baik di halaman maupun di dalam rumah.",negatif,0,negatif,90,Menggambarkan kondisi pengungsian dan kebutuhan bantuan akibat kerusakan rumah dan lumpur.,False
7990,"Butuh bertahun tahun hutan yang sudah si rusak bisa hijau kembali, jika hujan deras maka banjir bandang akan terus seperti ini. Pak pratikno kemarin koar koar mau rekayasa cuaca buktinya mana?? @prabowo @Gerindra @setkabgoid",negatif,0,negatif,90,Mengkritik kerusakan hutan dan mempertanyakan janji rekayasa cuaca yang belum terbukti.,False
7993,Ga liat kembang api bikin dia meninggal terus keluarganya keseret banjir bandang kah? Ga punya hati bgt tu orang,negatif,0,negatif,95,Mengekspresikan kemarahan dan ketidakpedulian terhadap orang yang merayakan di tengah penderitaan korban banjir.,False
7997,"Kalau mau bicara sawit mbok yo tunggu penanganan banji sumatra-aceh maksimal dulu kek, hujan masih deras, banjir datang silih berganti, air mata belum kering, masyarakat masih ngungsi, tapi orang satu ini isi kepalanya cuma sawit.",negatif,0,negatif,95,Mengkritik fokus pada isu sawit saat masyarakat masih menderita akibat banjir.,False
8004,Saat rumah terendam harapan dijaga Projo Peduli Bencana bersama rakyat Sumatera Bersama Budi Arie Setiadi Projo Setia Digaris Rakyat mendukung pemulihan dan kerja keras pemerintah,positif,2,positif,90,Mengungkapkan dukungan terhadap upaya pemulihan dan kerja keras pemerintah.,False
8010,"Sama banget Nder, disini hampir tiap malem hujan deres aku selalu kepikiran gimana kalo mereka kehujanan dan kena banjir lagii. Akhirnya nangis lagi, ya Allah berat cobaan saudara saudaraku disanaa",negatif,0,negatif,95,Mengekspresikan kesedihan dan kekhawatiran mendalam terhadap kondisi korban banjir.,False
8023,evakuasi korban banjir bikin nangis pagi² sedih,negatif,0,negatif,95,Mengungkapkan kesedihan dan emosi negatif saat melihat evakuasi korban banjir.,False
8028,Seskab Teddy mengajak seluruh lapisan masyarakat untuk saling bantu dalam penanganan bencana banjir dan longsor di Sumatera. Teddy menekankan pentingnya gotong royong agar pemulihan berjalan lebih cepat dan menyeluruh.,positif,2,positif,95,Mengajak masyarakat untuk saling membantu dan menekankan pentingnya gotong royong dalam penanganan bencana.,False
8029,Pempus apa tidak berpikir akan adanya kebangkitan ide separatis krn keterlambatan pempus dlm penanganan bencana dan kelakuan para menteri yg ngehek mengatasi banjir,negatif,0,negatif,90,Mengkritik keterlambatan penanganan bencana oleh pemerintah pusat dan perilaku menteri.,False
8039,"Dari awal juga bantuannya gak jelas. Mereka buat kebutuhan utama aja kurang, masa mau ditambah biaya listrik buat ngecas becak? Kebiasaan pemerintah, ngasih solusi ngasal, gak bener"" dipikir akar masalahnya apa. Oon",negatif,0,negatif,95,Mengkritik bantuan pemerintah yang tidak jelas dan solusi yang dianggap tidak tepat sasaran.,False
8046,"Haru! Detik-detik distribusi bantuan udara untuk warga Sikundo, Aceh Barat yang terisolasi banjir. Akses jalan putus total, bantuan logistik jadi penyambung nyawa. ​Mari luangkan waktu sejenak untuk mendoakan keselamatan mereka. Semoga air segera surut! ​#BanjirAceh #AcehBarat",negatif,0,positif,95,"Mengungkapkan rasa haru, menggambarkan bantuan yang menyelamatkan nyawa, dan mendoakan keselamatan korban.",True
8048,"Salah satunya, yang baru baru ini. Bencana banjir rob di Sumatra, menurut aku sudah sangat sangat parah sekali. Sudah menghasilkan banyak sekali korban jiwa. Idealnya, sebagai pemimpin negara yang benar, pak prabowo harus lebih cepat tanggap akan hal ini. Tetapi???",negatif,0,negatif,90,Menggambarkan parahnya bencana dan mengkritik lambatnya tanggapan pemimpin.,False
8072,Muhammadiyah Terima Amanah Salurkan Bantuan Kemanusiaan UEA bagi Korban Banjir Gubernur Sumatera Utara Bobby Nasution memastikan bantuan kemanusiaan berupa beras sebanyak 30 ton dari Uni Emirat Arab (UEA) tetap disalurkan kepada para korban banjir. Bantuan tersebut dipastikan,negatif,0,positif,90,Memberikan informasi positif tentang penyaluran bantuan kemanusiaan untuk korban banjir.,True
8075,"Lagian jalan lintas juga dari sumatra, sementara ini putus. Tanah longsor juga masih banyak menumpuk. Posisi aceh itu kalau jalur darat hanya bisa datang dri sumut. Kami saja di medan kesulutan ke kuala simpang.",negatif,0,negatif,85,Menggambarkan kesulitan akses dan dampak negatif dari tanah longsor dan banjir.,False
8083,"Dalam penanggulangan bencana, Pemerintah Hadir dan Pemerintah Bareng Warga dari awal hingga pemulihan. Bersama, Aceh Sumatra Pulih, harapan tumbuh, dan Aceh Sumatra Bangkit lewat komitmen Pemerintah Sigap untuk Aceh Sumatra. #AcehSumateraPulih",positif,2,positif,95,Mengungkapkan harapan dan komitmen untuk pemulihan dan kebangkitan Aceh Sumatra.,False
8094,"Berdasarkan data terkini (Des 2025), bencana utama adalah banjir dan longsor di Sumatera (Aceh, Sumut, Sumbar) dengan korban >1000 jiwa. Belum ada laporan signifikan di Riau, Kalsel, atau Kalbar. Jakarta & Jabar sering banjir musiman, tapi tak ada eskalasi baru. Sumber: BNPB,",negatif,0,netral,90,Menyajikan data faktual mengenai bencana banjir dan longsor serta jumlah korban.,True
8098,"Bencana banjir besar dan tanah longsor di Sumatera Barat turut melumpuhkan jalur vital Lembah Anai, urat nadi ekonomi yang menghubungkan Padang dan Riau. Menko Infrastruktur dan Pembangunan Kewilayahan, Agus Harimurti Yudhoyono, hadir langsung meninjau lokasi terdampak,",netral,1,netral,90,Memberikan informasi faktual tentang dampak bencana dan kunjungan pejabat.,False
8104,"DPC PDI Perjuangan Tanah Datar bergotong royong menyalurkan bantuan dari DPP PDI Perjuangan untuk korban banjir yang mengungsi di Posko Utama Nagari Sumpur, Batipuh Selatan, Tanah Datar, Sumatera Barat, Minggu (15/12/2025). Kami berharap bantuan yang diberikan bisa sedikit",negatif,0,positif,90,Menggambarkan penyaluran bantuan oleh partai politik dan mengungkapkan harapan positif.,True
8105,"Banjir besar yang melanda Kecamatan Batang Toru, Kabupaten Tapanuli Selatan, Sumatera Utara, pada akhir November lalu menyisakan kisah keberanian seorang polisi. Aipda Jhon Kennedy Habiahan, Bhabinkamtibmas Polsek Batang Toru, turun langsung membantu warga saat Sungai Batang",positif,2,positif,95,Menggambarkan tindakan keberanian seorang polisi dalam membantu warga saat banjir.,False
8108,Percuma dibantu juga jika ujung-ujungnya kasus ditutup seperti yg terjadi di Lampung ! Jangan ngeprank rakyat lah. Korban meninggal akibat Bencana Banjir Bandang di Sumatera & Aceh itu sdh mencapai 1000an orang lho ! ----- Jajaran Sore Jumat DISKON 100K Pagiii,negatif,0,negatif,90,"Mengekspresikan sinisme terhadap bantuan dan mengkritik penutupan kasus, menyoroti jumlah korban jiwa.",False
8112,FK Unila Kirim Tim Medis dan Salurkan Rp60 Juta untuk Banjir Aceh,positif,2,positif,90,Memberikan informasi positif tentang pengiriman tim medis dan penyaluran dana bantuan.,False
8115,"awal tahun 90an itu ramai2 orang berpindah ke berbagai wilayah, terutama Jambi dan Riau untuk menjadi petani sawit, padahal mereka dulu relokasi dari banjir bandang Lampung akibat bukaan hutan untuk kebun kopi. saya tahu persis, hanya timelinenya sudah tak ingat",netral,1,netral,80,Memberikan informasi historis tentang migrasi dan perubahan penggunaan lahan yang terkait dengan banjir.,False
8122,aamiin yaaMujiib Semoga dengan mendapatkan emas bisa meringanakan beban sedikit dan buat bahagia yg kena musibah banjir Bandang.,positif,2,positif,95,Mengungkapkan doa dan harapan agar korban banjir mendapatkan keringanan beban dan kebahagiaan.,False
8128,"orang-orang yang tidak tahu berkata demikian. Tetapi Allah akan menghakimi mereka pada Hari Kiamat mengenai apa yang mereka perselisihkan."" (2:113) Orang-orang yang tidak tahu, menurut saya, merujuk pada ""banjir besar"" di zaman sekarang.",negatif,0,netral,75,Menginterpretasikan teks agama dalam konteks banjir besar tanpa sentimen emosional yang kuat.,True
8132,"±7.000 korban luka Sedikitnya 523,3 ribu orang mengungsi (-1,2 ribu) | Terbanyak di Aceh Utara (166,9 ribu) | Pengurangan terbanyak di Tapanuli Tengah (-1,2 ribu)",negatif,0,netral,90,Menyajikan data faktual mengenai jumlah korban luka dan pengungsi.,True
8134,"Ditengah tengah masyarakat desa Tapanuli Sumatra Utara kesulitan akan MCK, disitulah Polri hadir untuk mengatasi masalah dengan membuatkan MCK #kamipolisibaik #polseksumowono #polressemarang #poldajateng",negatif,0,positif,95,Menggambarkan tindakan positif Polri dalam membantu masyarakat mengatasi kesulitan MCK.,True
8139,"Cakap je tak guna Dr. Kena turun padang, masuk mesy tapak diorg ni. Ada site diary tak. Minit mesy tapak mcmana rupa. JKR setakat boleh pantau je la…",negatif,0,negatif,90,Mengkritik kurangnya tindakan nyata dan menuntut keterlibatan langsung di lapangan.,False
8140,"Haha, paham guyonnya, piss juga! Soal bantuan 10rb/hari dari Mensos Gus Ipul buat korban banjir Sumatra (usul 3 bulan, sumber Kompas 18 Des 2025), banyak kritik karena dianggap minim (setara 3 Indomie, kata netizen). Link ke hutan/deforestasi: banjir sering karena penebangan",negatif,0,negatif,90,Melaporkan kritik terhadap bantuan yang dianggap minim dan mengaitkan banjir dengan deforestasi.,False
8147,uang buat beli kembang apinya mending di donasikan buat korban banjir bandang Sumatra doa,negatif,0,positif,95,Menyarankan tindakan positif berupa donasi untuk korban banjir.,True
8149,Pemerintah menyiapkan regulasi terkait pemanfaatan kayu gelondongan yang terbawa banjir bandang dan longsor di Pulau Sumatra guna mendukung percepatan rehabilitasi dan rekonstruksi pascabencana. Aturan tersebut tertuang dalam surat edaran Kementerian Kehutanan (Kemenhut) yang,netral,1,netral,90,Memberikan informasi faktual tentang persiapan regulasi pemerintah untuk rehabilitasi pascabencana.,False
8166,"Untuk warga sumatra plis jgn sambut2 pejabat yg dateng lah, teriakin ajah, kalau bisa lemparin ajah lumpur banjir biar kerjanya bener dikit. Ga usah kita bersikap baik sm mereka tuntut mereka sekencang2nya buat kerja dan bikin penanganan bencana lebih cepat",negatif,0,negatif,95,Mengekspresikan kemarahan dan mendorong kritik keras terhadap pejabat yang dianggap tidak bekerja.,False
8184,"Di Jakarta dan bbrp Daerah lain tak ada hutan jika hujan lebat banjir di Pandeglang Banten Banyak SAWIT tak ada BANJIR, Antum perlu belajar lagi PENYEBAB Banjir yg Melanda Aceh dan Padang.",netral,1,negatif,85,Mengkritik pemahaman yang salah tentang penyebab banjir.,True
8189,Gubernur Sumatera Utara Bobby Nasution memastikan bantuan beras sebanyak 30 ton dari Uni Emirat Arab (UEA) tetap akan disalurkan kepada korban banjir di Kota Medan dan tidak dikembalikan ke negara asalnya. “Namun disampaikan Pak Wakil Wali Kota ini (bantuan) dari UEA bukan G2G.,negatif,0,positif,90,Memberikan informasi positif tentang kepastian penyaluran bantuan beras untuk korban banjir.,True
8192,"Menindaklanjuti instruksi Presiden Prabowo Subianto, Muhammad Rahul mengirimkan 15.000 paket sembako untuk membantu warga yang terdampak bencana banjir bandang di wilayah Sumatera Barat.",positif,2,positif,95,Menggambarkan tindakan positif pengiriman bantuan sembako untuk korban banjir.,False
8193,"Sekretaris Kabinet, Teddy Indra Wijaya menyingung berbagai pihak yang terus meminta agar pemerintah menetapkan banjir dan longsor di Sumatera Utara, Sumatera Barat dan Aceh menjadi bencana nasional. . ""Sejak hari pertama tanggal 26, pemerintah pusat sudah melakukan penanganan",netral,1,netral,85,Menyampaikan pernyataan pejabat pemerintah mengenai penanganan bencana dan permintaan status bencana nasional.,False
8218,"Prabowo : ""Kita punya sawit sebagai karunia"" Bencana banjir Sumatra dampak kerugian 70T. Sedangkan hasil sawit 3 provinsi digabung thn 2024 hanya 28T, itupun tak semua masuk ke negara. STOP NORMALISASI SAWIT seolah lebih berharga dari dampaknya peringatan 🛑⚠️📸",negatif,0,negatif,95,Mengkritik prioritas sawit dibandingkan kerugian besar akibat banjir dan menyerukan penghentian normalisasi sawit.,False
8221,"Bencana banjir bandang dan tanah longsor Sumatra Utara, Barat, dan Aceh menarik perhatian luas media asing, seperti Associated Press, New York Times, Reuters, hingga ABC Net. Kantor-kantor berita global soroti parahnya dampak bencana, terutama terkait dugaan kuat adanya peran",negatif,0,netral,85,Memberikan informasi faktual tentang perhatian media asing terhadap parahnya dampak bencana.,True
