id,text_with_emoticon,sentimen_old,label_llm,confidence,reason,review_label
6525,"Membalas @detikcom Ditunggu para Pemain Lapor Pak,Pagi2 Ambyarrr,Brownies dll unt menjadi relawan di Aceh Sumut Sumbar yg terkena banjir bandang,tayangan kalian bisa dikenal krn penonton dan penontonnya mungkin ada dr ke 3 Provinsi tsb 97",positif,positif,61,(dry-run) label simulasi untuk id 6525,
6554,"Membalas @KangManto123 Pak @prabowo . Bersih-bersih pasca Banjir, bukan bersih-bersih secara nyata di daerah 3 terdampak yakni Aceh,Sumbar dan Sumut, melainkan bersih-bersih di sekitaran istana yang memberikan dampak ke pada 3 daerah tersebut, dan terutama bersih-bersih dari korupsi penggalangan dana. 115",negatif,negatif,71,(dry-run) label simulasi untuk id 6554,
6557,"*PDIP Minta Pemerintah Naikkan Status Banjir Aceh–Sumut–Sumbar Jadi Bencana Nasional* satuju.com PDIP Minta Pemerintah Naikkan Status Banjir Aceh–Sumut–Sumbar Jadi Bencana Nasional Jakarta, Satuju.com - Banjir yang menerjang kawasan bagian utara Sumatera, yakni Aceh, Sumatera Utara, dan Sumatera Barat, didukung PDIP untuk ditetapkan menjadi bencana nasional. PDIP mendukung 30",netral,netral,61,(dry-run) label simulasi untuk id 6557,
6580,bantuan bencana banjir bandang sumbar. #BanjirBandangSumbar #PrayForSumbar #BantuanUntukSumbar #PeduliSumbar #OpenDonasiSumbar #SumbarKuat #BantuKorbanBanjir #IndonesiaPeduli #AksiKemanusiaan #DonasiBanjir #KotaPadang #Nanggalo #GurunLaweh 1 8,netral,positif,79,(dry-run) label simulasi untuk id 6580,
6610,Benarkah Pernyataan Jenderal TNI Tak Ada Penggundulan Hutan di Sumatera Utara? #penggundulanhutan #sumut #banjirsumatra #eksplainer #cekfakta #cekfaktatempo Benarkah Pernyataan Jenderal TNI Tak Ada Penggundulan Hutan di Sumatera Utara? Dari tempo.co 30,negatif,positif,86,(dry-run) label simulasi untuk id 6610,
6637,"Mendag Budi Santoso memastikan stok kebutuhan pangan di Aceh, Sumatera Utara, dan Sumatera Barat sebenarnya cukup dan bahkan ada yang surplus (daging/telur). Sayangnya, pasokan ini terkendala parah. Masalah utama saat ini adalah akses dan distribusi karena infrastruktur banyak Tampilkan lebih banyak 2 21",negatif,negatif,56,(dry-run) label simulasi untuk id 6637,
6640,"Membalas @DaudJTP @Metro_TV dan 7 lainnya Hrsya PS sadar&paham, PEMBATALAN KUNJUNGAN ke luar negeri pasti sgt bisa dipahami negara luar. Fakta BENCANA SUMATERA adlh DASARNYA. Namun PS lbh suka jalan2 & kabur dr rkyt saat masa2 sulit. Saya sbg rkyt asal SUMATERA UTARA MEMINTA ANDA MUNDUR SKRG krn Anda LANGGAR ETIKA MORAL. 1 43",negatif,negatif,78,(dry-run) label simulasi untuk id 6640,
6677,"Presiden Prabowo Subianto mengalokasikan Rp 4 miliar per kabupaten/kota terdampak bencana banjir di Aceh, Sumatera Utara, dan Sumatera Barat. Anggaran tersebut dikhususkan untuk kebutuhan warga, terutama bayi dan perempuan. Menteri Dalam Negeri Tito Karnavian menjelaskan daerah Tampilkan lebih banyak 2 780",netral,netral,59,(dry-run) label simulasi untuk id 6677,
6699,"Dengan sigap dan penuh dedikasi, personel Dit Samapta Polda Riau mengevakuasi serta mengamankan kendaraan bermotor dan berbagai peralatan ke Lapangan SD 5 Kayu Pasak demi keselamatan dan ketertiban pasca bencana. #Kapoldariaubantusumbar #Kapoldariiaubantuaceh 2 2 44",positif,netral,61,(dry-run) label simulasi untuk id 6699,
6715,"Perjalanan Hari Ke-3 armada bakti sosial Polda Sumsel menuju ""Sumatera Utara"" saat melintas kantor bupati labuhan batu jalan lintas Sumatra Bila ada permasalahan dan butuh bantuan Polisi silahkan hubungi : Call Center : 110 (Bebas Pulsa) ""KAMI SIAP MELAYANI 24 JAM"" #musisatu Tampilkan lebih banyak 74",negatif,negatif,65,(dry-run) label simulasi untuk id 6715,
6716,Membalas @mazzini_gsp Contohnya membangun fasilitas untuk pencegahan banjir & longsor di Jabar yang KDM tahu sendiri bakal terjadi tiap tahunan. KDM tetap lanjut ke Sumsel dan Aceh dan dalih banjir & longsor di Jabar itu terjadi tiap tahun seolah cukup diurus anak buah di sana. 1 6 5 rb,netral,netral,56,(dry-run) label simulasi untuk id 6716,
6736,"Bantuan Bencana Alam Sumatera Oleh Sat Brimob Polda Sumsel Mengirimkan Tim Mobil Dapur Lapangan Bila ada permasalahan dan butuh bantuan Polisi silahkan hubungi : Call Center : 110 (Bebas Pulsa) ""KAMI SIAP MELAYANI 24 JAM"" #musisatu #kapoldasumsel #humaspoldasumsel Tampilkan lebih banyak 2 1 39",negatif,negatif,61,(dry-run) label simulasi untuk id 6736,
6756,"Cekcok Lahan Keluarga, Pria di Mura Tewas Dibacok Sepupu Depan Istri Cekcok Lahan Keluarga, Pria di Mura Tewas Dibacok Sepupu Depan Istri Dari sumsel.idntimes.com 18",negatif,negatif,64,(dry-run) label simulasi untuk id 6756,
6761,"Ditpolairud Polda Sumsel Gelar Salat Gaib, Istighosah, dan Doa Bersama untuk Korban Bencana Alam di Aceh, Sumut, dan Sumbar Sekaligus Peringati HUT ke-75 Polairud Ditpolairud Polda Sumsel menggelar rangkaian kegiatan religius berupa salat gaib, istighosah, dan doa bersama untuk Tampilkan lebih banyak 1 55",negatif,positif,58,(dry-run) label simulasi untuk id 6761,
6793,"air sudah naik ke jalanann, dah banyak masuk rumah orang hikddd stay safe guys 5",positif,negatif,86,(dry-run) label simulasi untuk id 6793,
6798,"Debit Bendung Katulampa naik saat hujan guyur Bogor, Jawa Barat, sejak Jumat (5/12) siang. Warga di sepanjang aliran Sungai Ciliwung diminta waspadai banjir Pelaksana Bendung Katulampa Andi Sudirman di Kota Bogor, melaporkan Tinggi Muka Air (TMA) mencapai 90 centimeter Tampilkan lebih banyak 1 2 476",negatif,netral,83,(dry-run) label simulasi untuk id 6798,
6824,"Air naik cepat, tapi Polisi Tanggap Bencana justru bergerak lebih cepat mengevakuasi warga yang terjebak. Terimakasih POLRI 1 3",positif,netral,65,(dry-run) label simulasi untuk id 6824,
6831,"Air belum pada surut, rumah belum pada bersih, udah dihantam lagii. Air pada naik lagi di Medan 3 3 240",netral,positif,96,(dry-run) label simulasi untuk id 6831,
6842,"Membalas @tanyarlfes sumatera utara hujan lagi apa ga nangis, banjir belum surut lagi, biasanya daerah kami gapernah banjir, dan ga seringkih ini, ini baru turun berapa jam langsung naik air 3 203",negatif,positif,58,(dry-run) label simulasi untuk id 6842,
6849,Membalas @vienahartjes Intinya melihat kejadian di daerah sumatra cukup membuat kami aga waspada karena air semakin naik… pray for alam indonesia 22,netral,netral,79,(dry-run) label simulasi untuk id 6849,
6864,yg bikin narasi air laut naik lagi musibah kaya gini gaada otak anjjjjjj 16,negatif,positif,61,(dry-run) label simulasi untuk id 6864,
6866,"ketika air naik dan akses terputus, Bantuan Pelayanan Polri menjadi garda terdepan, membantu distribusi logistik bagi korban banjir di sumatra, kepedulian selalu menemukan jalan #BersamaPulihKembali 29",negatif,negatif,60,(dry-run) label simulasi untuk id 6866,
6955,"Data terbaru mencatat banjir dan longsor di Sumatera menelan 883 korban jiwa, 520 hilang, serta ribuan warga luka dan rumah rusak berat. Proses evakuasi dan distribusi bantuan terhambat medan sulit, sementara ribuan warga masih mengungsi. #banjirsumatera #sumatera #wuzzsupdate 90",negatif,netral,97,(dry-run) label simulasi untuk id 6955,
6965,Kepala Pusat Penerangan Mabes TNI Mayjen TNI Freddy Ardianzah mengatakan pihaknya akan memberikan penghargaan berupa kenaikan pangkat kepada tiga prajurit yang gugur saat berupaya mengevakuasi korban banjir dan tanah longsor di Sumatera Barat antaranews.com TNI naikan pangkat prajurit yang gugur saat evakuasi warga di Sumbar Kepala Pusat Penerangan (Kapuspen) Mabes TNI Mayjen TNI (Mar) Freddy Ardianzah mengatakan pihaknya akan memberikan penghargaan berupa kenaikan pangkat kepada ... 1 499,negatif,positif,68,(dry-run) label simulasi untuk id 6965,
6970,ragedi mengharukan terjadi saat anggota Brimob temukan jenazah ibunya saat bertugas evakuasi korban banjir Sibolga. #banjirsumatera #banjir #viral2025 #Trending detikviralterupdate.blogspot.com Anggota Brimob Temukan Jenazah Ibunya Saat Bertugas Evakuasi Korban Banjir Sibolga ragedi mengharukan terjadi saat anggota Brimob temukan jenazah ibunya saat bertugas evakuasi korban banjir Sibolga. 59,negatif,negatif,70,(dry-run) label simulasi untuk id 6970,
6988,"Berdasarkan data dari BNPB pada Kamis (4/12/2025) pukul 16.00 WIB, korban meninggal akibat banjir dan longsor di Sumatra bertambah menjadi 836 orang. Penanganan masih berjalan, termasuk evakuasi dan bantuan, seiring terbukanya akses ke wilayah yang terisolasi. #banjirsumatra Tampilkan lebih banyak 2 8 12 2 rb",negatif,negatif,70,(dry-run) label simulasi untuk id 6988,
6990,"Membalas @detiksumut_ ""Proses evakuasi, pencarian korban, dan penanganan pengungsi masih terus berlangsung. Nanti kalau ada perkembangan, kita kabari bang,"" kata Suyatno. Petugas gabungan dari Basarnas, TNI-Polri, BPBD, dan relawan terus melakukan pencarian.​ #bencanaalam #longsor #sibolga #banjir 1 83",positif,positif,73,(dry-run) label simulasi untuk id 6990,
6999,"Banjir di Sumatera, PGN kirim tim via jalur laut untuk evakuasi & distribusi bantuan. 35 orang sudah selamat. Perusahaan peduli bencana Aceh, Sumut dan Sumbar serta lainnya. #BanjirSumatera #PGN #Evakuasi #update #news #seketika seketika.com PGN Selamatkan Korban Banjir Sumatera: 35 Warga Dievakuasi Via Jalur Laut - seketika.com PGN kerahkan tim dan kapal bantu evakuasi korban banjir di Sumatera, distribusi logistik & pasang jaringan satelit untuk komunikasi darurat. 106",negatif,positif,75,(dry-run) label simulasi untuk id 6999,
7025,"Akun komentar Bencana datang tanpa permisi, tapi respons cepat selalu ditunggu. Kali ini Polisi Tanggap Bencana langsung hadir di garis depan evakuasi banjir di Sumut dan Aceh. Terimakasih POLRI 1 9",positif,positif,70,(dry-run) label simulasi untuk id 7025,
7044,"Membalas @boynextdooo dan @pistoiamarliana tsunami cuman bbrp menit tapi dampaknya langsung banyak korban karna warga setempat udh susah juga nyelametin diri, kalo banjir ini perlahan harinya jadi warga banyak yg udh cepet evakuasi tapi korbannya bertahap karna ada yg meninggal karna kebawa arus, kelaperan, tertimbun, dll 22 1 rb",negatif,negatif,63,(dry-run) label simulasi untuk id 7044,
7056,Membalas @wkurniawan609 Anda pahami konteksnya Video bobby itu H+4 setelah banjir bandang melanda sibolga. Dan video Vietnam itu sebagai pembanding lambat nya hadir helikopter sebagai alternatif evakuasi lokasi yang terisolasi 115,negatif,positif,74,(dry-run) label simulasi untuk id 7056,
7061,Total 3 Prajurit TNI Gugur Saat Evakuasi Korban Banjir dan Tanah Longsor di Sumbar sumatera24jam.com Sumatera24Jam: Total 3 Prajurit TNI Gugur Saat Evakuasi Korban Banjir dan Tanah Longsor di Sumbar 6,negatif,negatif,59,(dry-run) label simulasi untuk id 7061,
7073,"Pada hari kedua ini, pemerintah terus mengerahkan helikopter ke berbagai titik untuk distribusi bantuan logistik dan evakuasi di wilayah terdampak bencana banjir di Aceh, Sumatera Barat, dan Sumatera Utara. #BantuanBencanaAlam #DistribusiBantuanLogistik #WilayahTerdampakBencana Tampilkan lebih banyak 12 60 134 85 rb",positif,negatif,59,(dry-run) label simulasi untuk id 7073,
7078,ikutan banjir ga sih mata kalian tiap liat video2 bencana dan evakuasi korban bencana di sumatera? 1 145,negatif,negatif,64,(dry-run) label simulasi untuk id 7078,
7085,"Pencarian korban banjir dan longsor di Sibolga, Sumut terus dilakukan. Anggota Brimob mengevakuasi korban yang ternyata ibu rekannya yang juga sedang bertugas. Anggota Brimob Evakuasi Jasad di Sibolga, Ternyata Ibu Rekan Sesama Polisi Dari news.detik.com 2 2 rb",negatif,negatif,59,(dry-run) label simulasi untuk id 7085,
7113,Membalas @masenyumu Polri aktif membantu evakuasi warga dan pengamanan aset di wilayah banjir #PrabowoPeduliSumatera Respons Cepat Negara 1 3,positif,positif,77,(dry-run) label simulasi untuk id 7113,
7116,Akun parodi Membalas @xquitavee Polri TNI Basarnas dan berbagai instansi digerakkan untuk evakuasi logistik serta penanganan dampak banjir. Semua bergerak serempak sebagai bentuk Respons Cepat Negara atas musibah yang menimpa masyarakat. #PrabowoPeduliSumatera 1 36,positif,positif,63,(dry-run) label simulasi untuk id 7116,
7125,Membalas @nandadinayy tni dan polri berjibaku di lapangan sejak banjir melanda dari evakuasi lansia sampai pengamanan jalur bantuan semuanya sejalan dengan Respons Cepat Negara #PrabowoPeduliSumatera 1 3,positif,netral,90,(dry-run) label simulasi untuk id 7125,
7142,Membalas @MariaAlkaff_ Kenapa ga diselipkan tambahan agenda utk Doa & mungkin donasi bagi saudara saudara di Sumatera yg sdg mengalami bencana ? Atau memberangkatkan relawan relawan 212 utk membantu evakuasi /pemulihan akibat bencana banjir Sumatera ? 4 417,positif,positif,72,(dry-run) label simulasi untuk id 7142,
7160,gua hbs nangisin evakuasi banjir-longsor di sumatera… sakiitt bgttt cokkk 87,negatif,negatif,65,(dry-run) label simulasi untuk id 7160,
7167,Membalas @Sabillah2002 @Yurissa_Samosir dan 11 lainnya Banjir ini salah joko widodo yg merusak hutan seluruh Sumatera. Walau Prabowo kalah jauh dari Jokowi si mantan presiden dalam penanganan bencana 52,negatif,negatif,69,(dry-run) label simulasi untuk id 7167,
7177,Membalas @PDI_Perjuangan DPD PDI Perjuangan Sumatera Barat solid bergerak cepat dan serentak mengupayakan yang terbaik dalam penanganan dan penyerahan bantuan kepada warga dalam masa tanggap darurat bencana longsor dan banjir bandang di Sumatera Barat. Kami juga senantiasa berdoa agar Ranah Minang Tampilkan lebih banyak 1 1 169,positif,netral,77,(dry-run) label simulasi untuk id 7177,
7178,"Penanganan Bencana Sumatra di Bidang Pendidikan Halo, #SahabatBahasa dan #SobatBelajar! Bencana banjir dan longsor yang melanda Sumatra berdampak signifikan terhadap layanan pendidikan. 1 28",negatif,positif,97,(dry-run) label simulasi untuk id 7178,
7183,"Bupati TRK menyampaikan bahwa data dimaksud akan diteruskan kepada Pemerintah Aceh dan Pemerintah Pusat sebagai dasar langkah penanganan lanjutan dan pemulihan pascabencana. #RakorTanggapDarurat #BupatiNaganRaya #BeritaNaganRaya Pimpin Rakor Tanggap Darurat, Bupati TRK Ungkap Daftar Kerusakan Banjir Bandang di Nagan Raya -... Dari aceh.tribunnews.com 53",negatif,negatif,55,(dry-run) label simulasi untuk id 7183,
7193,"Membalas @ikhwanuddin Saya tanya ""ngikutin gak soal penanganan banjir di aceh smubar sumut. ?"" Beliau2 menjawab tdk tahu Dan besoknya nimbrung cerita klo p prab sudah turun kelapangan gercep banget hadir bersama rakyat. Muncul di fyp tiktoknya. Mantab bukan? 1 18",positif,netral,61,(dry-run) label simulasi untuk id 7193,
7212,"Membalas @InfoPublikIP Presiden Prabowo saat meninjau pembangunan Jembatan Bailey Teupin Mane, ruas vital penghubung Bireuen-Takengon di Kabupaten Bireuen, Provinsi Aceh menegaskan bahwa pemerintah mengerahkan seluruh kemampuan untuk memastikan akses logistik dan pergerakan masyarakat segera pulih. 1 54",positif,positif,61,(dry-run) label simulasi untuk id 7212,
7233,"Membalas @mybelovedbride pusing dan GERAMMM BGT gksi kak liat berita ke tolollan pemerintah tiap hari apelagi si bahlil anj benci bgt liat mukanya, apalagi omongannya 1 24",negatif,negatif,63,(dry-run) label simulasi untuk id 7233,
7265,"PLN-BNPB-TNI Kolaborasi Angkut Genset dnegan Helikopter untuk Listrik RSUD Datu Beru di Takengon, Aceh Tengah #PLNUntukSemua #PLNUntukIndonesia #PrayforAceh 58",netral,netral,55,(dry-run) label simulasi untuk id 7265,
7286,Ikuti terus yuk update info tentang banjir Sumatera di BNPB Live Update Bencana jam 17.00 youtube.com BNPB Indonesia The Indonesia National Disaster Management Authority 15,netral,netral,57,(dry-run) label simulasi untuk id 7286,
7290,"BNPB Live Update Bencana, ini sangat membantu untuk perkembangan bencana saat ini, apalagi keluarga aku ada yg di aceh youtube.com BNPB Indonesia The Indonesia National Disaster Management Authority 27",positif,positif,59,(dry-run) label simulasi untuk id 7290,
7291,udah jam 17.00 nih waktunya ngikutin update bencana banjir Sumatera di BNPB Live Update Bencana youtube.com BNPB Indonesia The Indonesia National Disaster Management Authority 106,netral,netral,79,(dry-run) label simulasi untuk id 7291,
7292,ayo kita bisa ikut pantau di BNPB Live Update Bencana semoga segera aman ya disana aminn youtube.com BNPB Indonesia The Indonesia National Disaster Management Authority 8,positif,positif,79,(dry-run) label simulasi untuk id 7292,
7314,"Membalas @dks_e12 Alhamdulillah mereka ngk papa, air masuk ke rumah tapi masih bisa ditinggalin. Semoga ngk hujan lagi, jadi bsok udah kering. Karena tadi pas ditelpon, air masih hampir setinggi pinggang org dewasa di teras rumah. #PrayForSumatera 85",netral,netral,58,(dry-run) label simulasi untuk id 7314,
7315,"minggu lalu perumahanku banjir. pertama kali dalam sejarah, air sampe masuk ke dalam rumah. untungnya yg masuk ke dalem cuman semata kaki (karna rumahku lebih tinggi dari jalanan depan). gituuu aja aku suetresssss 2 hari perkara barang"" yg basah. APALAGI INI DI SUMATERA YAALLAH 40",negatif,negatif,78,(dry-run) label simulasi untuk id 7315,
7335,LAPORAN HARIAN ABI RESPONSIF - TANGGAP BENCANA SUMATERA 7-8 Desember 2025 Donasi Sekarang: BCA 3753300313 (a.n. Yayasan Ahlulbait Indonesia Responsif) CP: Ali Murtadha 081991999914 #ABIResponsif #Indonesia #Aceh #Sumut #Sumbar #Banjir #Ahlulbait #AhlulbaitIndonesia #ABI 78,netral,netral,57,(dry-run) label simulasi untuk id 7335,
7338,"Membalas @toe_giman @tonichan157 dan @sjafriesjams Jika sebagai presiden, sudah saya tetapkan bencana banjir, Aceh, Sumut & Sumbar statusnya sebagai prioritas/bencana nasional agar segera maks penanganannya @prabowo @sjafriesjams 34",netral,netral,78,(dry-run) label simulasi untuk id 7338,
7350,"Membalas @NataliusPigai2 BRO.... perjuangan HAMnya Saudara² di Aceh, Sumber, dan Sumut pasca Banjir Bandang Kayu Gelondongan dan Longsor... Tuntut Pelaku Ilegal Logging dan Tambang² Liar... BERANI GAK?!? 27",negatif,negatif,58,(dry-run) label simulasi untuk id 7350,
7358,"Membalas @janicepages Kayak mereka ada yang lagi di rumah tiba-tiba banjir dengan cepat jadi harus ngungsi, ada juga yang lagi di jalan dan akhirnya kejebak sampe gak makan seharian. Dengan kondisi nggak makan itu, harus bertaruh nyawa dengan jalan kaki lewat medan yang masih banjir. 1 57",negatif,netral,61,(dry-run) label simulasi untuk id 7358,
7373,"Membalas @folkshittmedia Masa yang begini ga dikategorikan bencana nasional 3 provinsi loh... FYI ini dikampung yang namanya Salareh Aia di Kec. Palembayan Kab. Agam banyak korban dan rumah sudah hancur tenggelam tak bersisa, rumah temanku juga terendam. 3 1 rb",negatif,negatif,67,(dry-run) label simulasi untuk id 7373,
7377,"Info Terkinin: Kondisi rumah warga di Kecamatan Ranah Batahan akibat banjir yang semakin parah pada 25 November 2025. berdasarkan informasi yang disampaikan Zikri warga Ranah Batahan ada 4 kampung yang terendam banjir yaitu Jorong Air Napal, Jorong Taming Batahan, Jorong Kampung Tampilkan lebih banyak 1 19 40 1 rb",negatif,negatif,78,(dry-run) label simulasi untuk id 7377,
7386,"Dari total itu, sebanyak 4.876 kk atau 18.158 jiwa memilih tidak mengungsi, sementara 14 KK atau 53 jiwa lainnya terpaksa harus mengungsi ketempat saudaranya, karena rumah mereka terendam banjir dan tidak bisa ditempati. #Banjir #WargaMengungsi Banjir Kepung 13 Kecamatan di Aceh Timur, 53 Jiwa Terpaksa Mengungsi - Serambinews.com Dari aceh.tribunnews.com 1 1 157",netral,netral,73,(dry-run) label simulasi untuk id 7386,
7388,"Membalas @yoidomaya Kalau gempa atau tsunami kami bisa ikhlas, itu kuasa Tuhan, belum ada teknologi yang dapat mencegah. Namun banjir ini kami tahu dengan pasti, ini karena alam yang dirusak. Tak perlu kami masuk ke dalam-dalam hutan, dari rumah kami pun dapat kami lihat hutan2 itu sudah “colak”. 1 74",negatif,negatif,70,(dry-run) label simulasi untuk id 7388,
7408,"Perubahan guna tanah ganggu ekosistem sungai Bina benteng atau gali terusan, tidak banyak bezanya - Pakar #SinarHarian #banjir #SungaiKelantan sinarharian.com.my Perubahan guna tanah ganggu ekosistem sungai SHAH ALAM - Kaedah menggali terusan atau membina benteng di Sungai Kelantan bukanlah penyelesaian sepenuhnya terhadap masalah banjir di negeri itu... 503",netral,netral,66,(dry-run) label simulasi untuk id 7408,
7456,"Ya allah aku ingatkan banjir kat malaysia dah teruk, then tengok hatyai punya terkejut gak lah keadaan kat sana jadi macam tu, tapi bila tengok kat sumatra and aceh punya banjir fuh lagi mengucap panjang aku dah rupa macam tsunami allahuu. Takutnyaaa semoga selamat tetangga ku 1 176",negatif,negatif,72,(dry-run) label simulasi untuk id 7456,
7461,Dimana mana masih banjir pada kerendem banjir rumahnya bejil… ngeliat perabotan orang di depan rumah ketutupan lumpur ya allah sedih banget. Semoga hujannya ga turun lagi 2 36,negatif,negatif,56,(dry-run) label simulasi untuk id 7461,
7463,"Apakah ada info open donasi pakaian layak pakai untuk dikirim ke saudara2 kita yang lagi kena musibah banjir, dsb nya ga ya? 120",netral,positif,93,(dry-run) label simulasi untuk id 7463,
7471,"Akun komentar Pada saat banyak orang yang menghujat program ini langsung dicounter yang punya alam semesta, ingat jangan lawan orang baik, yang balas bukan dia lagi. langsung dikasih paham kan manfaat nya seperti apa, jadi buat yg sering DFK mbg semoga secepatnya kalian sembuh ya, #Banjir 3 9 17 1 rb",negatif,negatif,65,(dry-run) label simulasi untuk id 7471,
7474,"ga terdampak banjir (Alhamdulillah bgt) tp kena efek pemadaman listrik bergilir dan sinyal bener2 terputus. get well really soon, Aceh. I’m just here to earn a living. jangan ngambek lagi ya bumiku 2 188",negatif,positif,57,(dry-run) label simulasi untuk id 7474,
7489,"Membalas @TrendAsia_Org Ya betol!!..oknum2 pemimpin daerah itu paling pinter klau sdh bicara politik apalgi klau sudah coba2 mau korupsi,Suap ,Kolusi,Nepotisme.yg menguntungkan mereka dn klompoknya tp untuk mikirin nasib warganya bahkan beri solusi agar tdk trjadi banjir dn longsor lagi ngak becus!. 1 33 4 rb",negatif,negatif,72,(dry-run) label simulasi untuk id 7489,
7513,"gais sumpah satu sumut ini lagi banjir besar ya. rumah nenek ku biasanya klo hujan gede pun yg kena banjir cuma garasi, ini hampir satu rumah kena bahkan r. keluarga udh basah2 dikit. #PrayForSUMUT 38",negatif,negatif,55,(dry-run) label simulasi untuk id 7513,
7525,"Aceh, Tapsel, Sulut, Sumbar, bencana banjir dan longsor dalam satu waktu.. Ya Allah..... Semoga Jokowi dan luhut tenggelam gak balik lagi 2 194",negatif,negatif,71,(dry-run) label simulasi untuk id 7525,
7553,Membalas @UTurbianto3766 Terima kasih atas perhatian dan dukungannya. Polri melalui Polda Sumatera Barat terus mengintensifkan distribusi bantuan logistik ke wilayah terdampak banjir bandang dan tanah longsor secara bertahap dan terkoordinasi. Seluruh bantuan disalurkan sesuai kebutuhan lapangan untuk Tampilkan lebih banyak 33,positif,positif,64,(dry-run) label simulasi untuk id 7553,
7557,"Membalas @humaniesproject dan @irmapikajoon DARI PENGAMATAN LAPANGAN KONDISI ACEH TAMIANG PALING PARAH TERKENA DAMPAK BANJIR LONGSOR. USAHA PENANGGULANGAN YG DILAKUKAN WARGA SETEMPAT, DIBANTU DARI PARA RELAWAN & PEMERINTAH DAERAH TERUS BERLANGSUNG DGN TANTANGAN KONDISI MEDAN YG BERAT. ALHAMDULILLAH SEBAGIAN TERKENDALI. 1 59 7 rb",negatif,negatif,68,(dry-run) label simulasi untuk id 7557,
7559,MASYA ALLAH.... Saluuttt! Lihat Ketabahan dan Kesabaran Jiwa Warga Aceh Korban Banjir Bandang Yang Masih Tetap Bisa Melucu dan Tertawa Karena Baju Daster yang Mereka Dapat Sehat-sehat terus dan In syaa Allah semuanya cepat pulih dan normal kembali yaa saudara-saudara di Tampilkan lebih banyak 1 6 36 1 rb,negatif,negatif,64,(dry-run) label simulasi untuk id 7559,
7562,Bantuan terus mengalir dari Masyarakat Kecamatan Paya Bakong kepada Korban banjir di Aceh Utara. 18,negatif,positif,81,(dry-run) label simulasi untuk id 7562,
7564,"Pemerintah terus berupaya mengurangi beban korban bencana alam, termasuk untuk para mahasiswa. Bantuan apa saja yg diberikan pemerintah kepada para mahasiswa dan dosen yg terdampak bencana banjir di Sumatera & berapa lama ? Semula informasi dijabarkan dalam video dibawah ini. 2 9 9 751",negatif,positif,88,(dry-run) label simulasi untuk id 7564,
7574,"INDONESIA SUDAH DIRUSAK ALAMNYA ,DISELURUH SABANG SAMPAI MEUROKE BENCANA BANJIR BANDANG TERUS AKAN TERJADI SELAMA MUSIM HUJAN TINGGAL TUNGGU WAKTUNYA LANTAS SIAPA YG PATUT DISALAHKAN TAK LAIN ADALAH PRESIDEN,PIM PARPOL,KEPALA DAERAH YG TERUS MEMBERI IZIN TAMBANG DAN PERKEBUNAN 86",negatif,negatif,70,(dry-run) label simulasi untuk id 7574,
7576,"Akses Aceh Mulai Pulih, PU Intensif Pasang Jembatan Bailey Kementerian Pekerjaan Umum (PU) terus mempercepat penanganan darurat infrastruktur yang terdampak banjir dan longsor di Provinsi Aceh. Upaya difokuskan pada pemulihan konektivitas jalan dan jembatan nasional yang masih Tampilkan lebih banyak 1 2 285",positif,positif,58,(dry-run) label simulasi untuk id 7576,
7581,"Update Donas Tanggal 8 Desember 2025 Pukul 18.00 WIB Sejumlah Rp. 49.645.000,- PMI Kota Cilegon terus menggalang donasi peduli bencana banjir & longsor di Sumatera. #PeduliSumatera #PMIKotaCilegon #PMISelaluBantu #Cilegon 2 129",netral,netral,75,(dry-run) label simulasi untuk id 7581,
7583,"kalo negara masi irit2 buat nanganin sumatra, mbg lu noh distop dulu kek dananya dalokasiin dlu. Disaat makanan disini banyak dibuang, di sisi lain korban banjir sumatra berusaha survive dari dingin, laper dan korban terus bertambah IS TOTALLY SICK!! 2 90",negatif,negatif,64,(dry-run) label simulasi untuk id 7583,
7599,Membalas @Beritasatu BNPB memastikan seluruh daerah terdampak banjir bandang dan longsor di Aceh serta Sumatera sudah menerima logistik. Kepala BNPB Suharyanto menegaskan distribusi terus dipantau karena sebagian wilayah hanya bisa dijangkau melalui udara. 1 2 190,netral,netral,58,(dry-run) label simulasi untuk id 7599,
7639,"Jumlah korban meninggal dunia akibat bencana banjir dan longsor di Provinsi Sumatera Utara terus bertambah. Hingga Minggu, 7 Desember 2025, tercatat 329 orang meninggal dunia berdasarkan data dari Badan Nasional Penanggulangan Bencana (BNPB). indomedia.co 329 Orang Meninggal Akibat Banjir dan Longsor di Sumut, 82 Warga Masih Hilang Jumlah korban meninggal dunia akibat bencana banjir dan longsor di Provinsi Sumatera Utara terus bertambah. Hingga Minggu, 7 Desember 2025, tercatat 329 orang meninggal dunia berdasarkan data dari... 41",negatif,netral,79,(dry-run) label simulasi untuk id 7639,
7659,"Membalas @BiruBir26073179 @tvOneNews dan @prabowo Bahkan disembunyikan ditempat yg Aman, berhubung hutan itu Sdh gundul & hujan terus-menerus terjadilah banjir bandang, sehingga kayu hasil bajingan tersebut terbawa arus air berserakan dimana-mana, begitu Lho? 1 125",negatif,netral,91,(dry-run) label simulasi untuk id 7659,
